Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win JMU,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover JMU,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win JMU,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover JMU,BS Outcome - New BS DUKE,BS Outcome - New BS JMU,Ball Start,Circle Entry,From Zone DUKE,From Zone JMU,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type JMU,To Zone DUKE,To Zone JMU,Ungrouped,Notes,Flags
Duke vs JMU,887.5893652456672,5.486903541333277,AMid JMU,16,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,902.0307416473322,7.391021564667199,AMid JMU,17,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From DMid JMU,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,917.6698859766649,6.3821906490007905,AMid JMU,18,,,,,,,,,TOW DMid DUKE,,,TO AMid JMU,,,,,From DMid DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,To AMid JMU,", , , DUKE 11v11 JMU, Out of Conf, Home Game, Q1, Regular Season, DUKE 0 - 0  JMU",,
Duke vs JMU,957.7296588133336,3.443306560664041,AMid JMU,19,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q1, BW2 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1006.3846662729983,3.185482401667855,AMid JMU,20,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid JMU,", DUKE 11v11 JMU, Out of Conf, Home Game, Q1, Regular Season, DUKE 0 - 0  JMU",,
Duke vs JMU,1071.861596507666,7.3111858376671535,AMid JMU,21,,,,,,,,,,,,,,NewBS AMid JMU,,,,From D25 JMU,,,,Sideline,,,,,,,,,,To AMid JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1078.528422443,5.2112550059996465,AMid JMU,22,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1608.6928869243325,3.095671410998875,AMid JMU,23,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid JMU,", Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,1667.679578850332,6.174413538001545,AMid JMU,24,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q2, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1746.8295691409992,9.239274948666662,AMid JMU,25,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From D25 JMU,,,"Duel Lost, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, Q2, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1766.6299513919985,10.647590240667341,AMid JMU,26,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q2, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1925.4139937436662,7.036661929334514,AMid JMU,27,,,,,,,,,,,,,,NewBS AMid JMU,,,,,,,,Free Hit,,,,,,,,,,To AMid JMU,", , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1941.9209225043332,4.946790942332655,AMid JMU,28,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1946.8792434993325,10.756538110333395,AMid JMU,29,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From AMid JMU,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2079.8288536906653,10.182618770001227,AMid JMU,30,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 11v10 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2100.527474774332,9.813063271666124,AMid JMU,31,,,,,,,,,TOW DMid DUKE,,,TO AMid JMU,,NewBS AMid JMU,,,,From DMid JMU,,,"Turnover, Foul Against",Free Hit,,,,,,,,,,To AMid JMU,", , , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 10v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2146.2222663079997,7.393619930997829,AMid JMU,32,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From DMid JMU,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 10v11 JMU, Start D25 JMU, BS1 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2183.9889912113335,10.04915220599878,AMid JMU,33,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 10v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2994.7232699953315,4.141963667001619,AMid JMU,34,,,,,BW AMid DUKE,,,BL DMid JMU,,,,,,,,,,From DMid JMU,,,"Duel Lost, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, Q3, DUKE 0 - 1  JMU, BW2 JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3007.772657732665,7.400788540334361,AMid JMU,35,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3030.5877097913317,9.429665336666403,AMid JMU,36,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q3, BW4 JMU, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3056.889699816665,4.846325409666861,AMid JMU,37,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,From D25 DUKE,,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, DUKE 0 - 1  JMU, Q3, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,3067.1672669266654,3.697379726667805,AMid JMU,38,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid JMU,", DUKE 11v11 JMU, Out of Conf, Home Game, Q3, Regular Season, DUKE 0 - 1  JMU",,
Duke vs JMU,3095.722688309665,5.829993820334494,AMid JMU,39,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3102.8475655253324,4.973089372999766,AMid JMU,40,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3117.757989523,6.435583442999359,AMid JMU,41,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid JMU,", Home Game, DUKE 0 - 1  JMU, BW1 DUKE, DUKE 11v11 JMU, Q3, Start Interception, Start D25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3137.2114273579987,5.613885473668233,AMid JMU,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3239.615380357665,5.545201522666503,AMid JMU,43,,,,,,,,,,,,,,,BS,,,,,,,,,,,,,,,,,To AMid JMU,", , DUKE 11v11 JMU, Out of Conf, Home Game, Q3, Regular Season, DUKE 0 - 2  JMU",,
Duke vs JMU,3250.2196859323312,7.494647134335992,AMid JMU,44,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From DMid JMU,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3426.8046968296658,3.9758380676667002,AMid JMU,45,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q3, BW1 JMU, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3449.7245585009982,3.712538575333383,AMid JMU,46,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid JMU,", Home Game",,
Duke vs JMU,3493.6857475669976,6.5709284603358356,AMid JMU,47,,,,,,,,,,,,,,NewBS DMid JMU,,,,From DMid JMU,,,,Free Hit,,,,,,,,,,To AMid JMU,", , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3508.8763244656666,9.473998922664578,AMid JMU,48,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3519.4067766129997,7.492163439000251,AMid JMU,49,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,4735.429326633666,7.087029547666134,AMid JMU,50,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q4, DUKE 1 - 3  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,4758.021898074665,11.014136629335553,AMid JMU,51,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From A25 JMU,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, DUKE 1 - 3  JMU, Q4, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,4786.419657558666,3.722328034333259,AMid JMU,52,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q4, DUKE 1 - 3  JMU, BW2 JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5120.571674841,8.695649034999406,AMid JMU,53,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5139.186264764999,4.389651481000328,AMid JMU,54,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5177.6926226393325,6.38000546033345,AMid JMU,55,,,,,,,,,,,,,,NewBS AMid JMU,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,,To AMid JMU,", , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start Interception, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,5184.337849539998,5.635796109999319,AMid JMU,56,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5191.010708200332,9.590089907334914,AMid JMU,57,,,,,,,,,,,,,,NewBS AMid JMU,,,,From AMid JMU,,,,Sideline,,,,,,,,,,To AMid JMU,", , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5202.739570966333,5.307070881998698,AMid JMU,58,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,To AMid JMU,", , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5684.889063022998,7.2729710050016365,AMid JMU,59,,,,,,,,,,,,,,NewBS DMid JMU,,,,From DMid JMU,,,,Free Hit,,,,,,,,,,To AMid JMU,", , Home Game, Q4, DUKE 2 - 4  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5691.148633239664,8.074653444668911,AMid JMU,60,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,BS,,,,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , , Home Game, Q4, DUKE 2 - 4  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5815.055130803998,14.554193200002373,AMid JMU,61,,,,,,,,,,,,,,NewBS AMid JMU,,,,From DMid JMU,,,,Long Corner,,,,,,,,,,To AMid JMU,", , Home Game, Q4, DUKE 2 - 4  JMU, DUKE 10v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,5892.651108283332,4.768284340000719,AMid JMU,62,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,To AMid JMU,", Home Game, Q4, DUKE 2 - 4  JMU, BW4 JMU, DUKE 11v11 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,310.79586887666585,8.273879602001045,A25 JMU,1,,,,,,,,,,,,,,NewBS A25 JMU,,,,,,,,Free Hit,,,,,,,,,,To A25 JMU,", , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, Start Interception, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,318.45542362133284,8.032006442333,A25 JMU,2,,,,,,,,,,,,,,,BS 4,,,From A25 JMU,,,,,,,,,,,,,,To A25 JMU,", Home Game, Q1, BW3 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start AMid JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,326.6440423046651,4.214754313333174,A25 JMU,3,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From A25 JMU,,,"Interception, Turnover",,,,,,,,,,,To A25 JMU,", , , DUKE 0 - 0  JMU, Start A25 JMU, Q1, BS4 JMU, DUKE 11v11 JMU",,
Duke vs JMU,336.74596134466543,4.125805319334006,A25 JMU,4,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,To A25 JMU,", , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,373.0635177969996,3.2213049303334174,A25 JMU,5,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From AMid JMU,,,"Interception, Turnover",,,,,,,,,,,To A25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,510.3561999776663,11.918290560667401,A25 JMU,6,,,,,,,,,,,,,,NewBS A25 JMU,,,,From AMid JMU,,,,Free Hit,,,,,,,,,,To A25 JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,520.8651535026656,8.372697518000678,A25 JMU,7,,,,,,,,,,,,,,NewBS A25 JMU,BS 4,,,,,,,Free Hit,,,,,,,,,,To A25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,529.0534152033325,5.7867041040005915,A25 JMU,8,,,,,,,,,,,,,,,BS 5,,,,,,,,,,,,,,,,,To A25 JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,538.3654234223327,23.446880310667893,A25 JMU,9,,,,,,,,,,,,,,NewBS A25 JMU,,,,"From AMid JMU, From A25 JMU",,,,Free Hit,,,,,,,,,,"To A25 JMU, To A25 JMU",", , , Home Game, Q1, BW4 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,560.2779325453339,5.470664934998808,A25 JMU,10,,,,,,,,,,,,,,,BS 4,,,,,,,,,,,,,,,,,To A25 JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,577.6439358696649,13.041063601667929,A25 JMU,11,,,,,,,,,,,,,,NewBS A25 JMU,BS 4,,,,,,,Free Hit,,,,,,,,,,To A25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,589.4322236506662,4.951791239999352,A25 JMU,12,,,,,,,,,,,,,,,BS 4,,,,,,,,,,,,,,,,,To A25 JMU,", , DUKE 11v11 JMU, Out of Conf, Home Game, Q1, Regular Season, DUKE 0 - 0  JMU",,
Duke vs JMU,593.6059176679994,6.1871226146658955,A25 JMU,13,,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,,,From A25 JMU,,,"Interception, Turnover",,,,,,,,,,,To A25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,781.2634097336669,4.341158997666412,A25 JMU,14,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From AMid JMU,,,"Duel Lost, Turnover",,,,,,,,,,,To A25 JMU,", , , Home Game, Q1, BW1 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,959.1729653739976,11.579348478002316,A25 JMU,15, ,,,,,,,,TOW D25 DUKE,,,TO A25 JMU,,,,Middle,,"From DMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Turnover, Foul Against",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1007.5701486746661,14.48672916966757,A25 JMU,16, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,,"From AMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, End Line, Turnover",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q1, BW3 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1412.2624417046661,19.580103591333454,A25 JMU,17, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,,"From DMid JMU, From A25 JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","End Line, Turnover",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q2, BW1 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1609.7885583353313,13.260862520335195,A25 JMU,18, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Right,,"From AMid JMU, From A25 JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, End Line, Turnover",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q2, BW3 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1671.8539923883336,8.451854155332057,A25 JMU,19, ,,,,,,,,TOW D25 DUKE,,,TO A25 JMU,,,,Middle,,"From AMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, Turnover, Foul Against",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q2, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1775.2775416326658,4.829640460001883,A25 JMU,20,,,,,,,,,,,,,,,,,,"From AMid JMU, From AMid JMU",,"CE JMU, PC Win JMU, CE JMU, PC Win JMU",,,,,,,,,,,To Circle JMU,To A25 JMU,", , Home Game, Q2, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2166.6976432669985,11.195135199334345,A25 JMU,21,,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,BS 4,,,,,,"Duel Lost, Turnover",,,,,,,,,,,To A25 JMU,", , , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 10v11 JMU, BW4 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2192.0381434173323,6.864616135000233,A25 JMU,22,,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,,,From AMid JMU,,,"Interception, Turnover",,,,,,,,,,,To A25 JMU,", , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 10v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,2277.7827584129996,10.18726933633252,A25 JMU,23, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Left,,"From DMid JMU, From DMid JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, Duel Lost, Turnover",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3013.173446272999,9.488534054668435,A25 JMU,24,,,,,,,,,,,,,,NewBS A25 JMU,,,,From AMid JMU,,,,Free Hit,,,,,,,,,,To A25 JMU,", , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3025.7891624203316,6.798547371000041,A25 JMU,25,,,,,,,,,,,,,,,BS 5,,,,,,,,,,,,,,,,,To A25 JMU,", , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3038.017375127998,6.8052338276670525,A25 JMU,26,,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,,,From AMid JMU,,,"Interception, Turnover",,,,,,,,,,,To A25 JMU,", , , Home Game, Q3, BW4 JMU, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3068.8646466533332,11.636748304998946,A25 JMU,27, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,,"From A25 JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","End Line, Turnover",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3105.820654898332,4.479975962999106,A25 JMU,28,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,From DMid JMU,,,"Interception, Turnover",,,,,,,,,,,To A25 JMU,", , , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3122.1935729659995,7.781513685999926,A25 JMU,29, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,,"From AMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Interception, Turnover",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3140.825312831667,21.242354865000834,A25 JMU,30, ,,,,,,,,,,,,,,,Right,,"From AMid JMU, From A25 JMU, From A25 JMU, From A25 JMU, From A25 JMU",ACE,"CE JMU, Shot JMU, CE JMU, Chance JMU, CE JMU, Shot JMU, CE JMU, Chance JMU, CE JMU, CE JMU, Goal JMU",,,,,,,,,,,"To Circle JMU, To Circle JMU, To Circle JMU",To A25 JMU,", , , , , Home Game, Q3, BW2 JMU, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3428.7805348973325,11.329734663998806,A25 JMU,31, ,,,,,,,,TOW D25 DUKE,,,TO A25 JMU,,,,Right,,"From DMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Turnover, Foul Against",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Home Game, Q3, BW1 JMU, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3451.4370970763316,10.662539543334333,A25 JMU,32, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Right,From DMid DUKE,"From A25 JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, Duel Lost, Turnover",,,,,,,,,,To Circle JMU,To A25 JMU,", , , , , Q3, DUKE 0 - 2  JMU, Home Game, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
