Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BELL,BS Outcome - Direct Ball Win Blue,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BELL,BS Outcome - Direct turnover Blue,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BELL,BS Outcome - In Direct Ball Win Blue,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BELL,BS Outcome - In Direct turnover Blue,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BELL,BS Outcome - New BS Blue,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BELL,From Zone Blue,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BELL,Start Type Blue,Start Type DUKE,To Zone BELL,To Zone Blue,To Zone DUKE,Ungrouped,Notes,Flags
Duke vs Bellarmine,4271.078433333333,0.0,Labels,660,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4271.078433333333,0.0,Labels,661,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,236.89954116700034,0.0,End,1,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,263.59914982499845,0.0,End,2,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,278.4973755149936,0.0,End,3,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,287.6977836209971,0.0,End,4,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,292.2953441909917,0.0,End,5,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,317.3977476179945,0.0,End,6,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,343.2983255219942,0.0,End,7,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,348.099062966996,0.0,End,8,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,368.89858512299446,0.0,End,9,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,377.098910872997,0.0,End,10,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,401.69893787499177,0.0,End,11,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,411.0994992829951,0.0,End,12,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,459.0985411529961,0.0,End,13,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,478.5997563209949,0.0,End,14,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,491.03803556699796,0.0,End,15,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,519.1985855810011,0.0,End,16,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,526.1991764689993,0.0,End,17,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,533.6783640469956,0.0,End,18,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,552.8480769490008,0.0,End,19,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,576.2996843699985,0.0,End,20,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,591.299132607003,0.0,End,21,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,614.2987576759953,0.0,End,22,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,620.9413920949958,0.0,End,23,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,651.1979127679998,0.0,End,24,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,655.298598489997,0.0,End,25,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,663.5993789029976,0.0,End,26,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,711.9987632709993,0.0,End,27,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,724.3986853149922,0.0,End,28,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,745.706260284992,0.0,End,29,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,789.7986050919983,0.0,End,30,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,808.2991025879925,0.0,End,31,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,857.098824165995,0.0,End,32,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,863.5474486320009,0.0,End,33,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,939.6183792819967,0.0,End,34,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,958.9075555555555,0.0,End,35,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,963.8465888888888,0.0,End,36,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,969.0996841110019,0.0,End,37,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1001.3985789339963,0.0,End,38,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1027.2878044059921,0.0,End,39,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1069.6983032410014,0.0,End,40,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1148.3975544910024,0.0,End,41,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1186.3989727689986,0.0,End,42,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1246.481340216,0.0,End,43,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1251.0981385539974,0.0,End,44,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1382.3900514459988,0.0,End,45,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1405.6985863039922,0.0,End,46,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1420.2985049159927,0.0,End,47,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1435.1972070020029,0.0,End,48,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1453.2784778140017,0.0,End,49,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1479.7639815309963,0.0,End,50,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1491.4988595669927,0.0,End,51,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1524.1767909389948,0.0,End,52,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1596.2129333333332,0.0,End,53,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1632.6981652239936,0.0,End,54,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1653.5662777777777,0.0,End,55,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1659.4991923809966,0.0,End,56,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1671.3003777777778,0.0,End,57,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1680.6992637959981,0.0,End,58,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1696.299846527993,0.0,End,59,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1709.1020666666666,0.0,End,60,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1737.6975562939983,0.0,End,61,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1765.5874456949941,0.0,End,62,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1783.4986695389928,0.0,End,63,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1797.0972016009987,0.0,End,64,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1811.6113504529949,0.0,End,65,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1853.1987256769914,0.0,End,66,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1940.6983640199958,0.0,End,67,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1976.7222444444444,0.0,End,68,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1984.5993268169957,0.0,End,69,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2044.3911620979948,0.0,End,70,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2067.198908948992,0.0,End,71,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2159.398546466994,0.0,End,72,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2170.005318559993,0.0,End,73,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2197.7988958179994,0.0,End,74,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2258.299288225999,0.0,End,75,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2292.099655204994,0.0,End,76,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2296.899475651998,0.0,End,77,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2303.5988696479926,0.0,End,78,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2311.4981494179933,0.0,End,79,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2329.7615557449963,0.0,End,80,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2345.399280483998,0.0,End,81,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2393.1984966999985,0.0,End,82,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2403.2781444444445,0.0,End,83,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2458.0756709669927,0.0,End,84,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2469.2992110009995,0.0,End,85,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2476.5401888888887,0.0,End,86,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2493.059044444444,0.0,End,87,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2523.7987857209932,0.0,End,88,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2528.999417227999,0.0,End,89,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2536.397871418996,0.0,End,90,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2594.8243,0.0,End,91,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2598.5987421369964,0.0,End,92,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2713.340488888889,0.0,End,93,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2757.799501059997,0.0,End,94,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2808.2995096380005,0.0,End,95,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2852.0483444444444,0.0,End,96,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2983.898661844999,0.0,End,97,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3067.798866751994,0.0,End,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs Bellarmine,3135.799055461996,0.0,End,99,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3144.199277142994,0.0,End,100,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3269.080522222222,0.0,End,101,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3271.998349946995,0.0,End,102,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3276.299489405994,0.0,End,103,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3308.173669644,0.0,End,104,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3490.9977503370055,0.0,End,105,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3530.099048199997,0.0,End,106,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3577.398775927,0.0,End,107,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3609.8978242119956,0.0,End,108,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3649.8828444444443,0.0,End,109,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3665.198747556994,0.0,End,110,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3698.198770373995,0.0,End,111,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3726.29835236099,0.0,End,112,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3742.0984861399857,0.0,End,113,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3774.793136130994,0.0,End,114,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3781.819211111111,0.0,End,115,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3804.598621935996,0.0,End,116,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3846.1987689939947,0.0,End,117,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3869.5990618189903,0.0,End,118,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3882.6225777777777,0.0,End,119,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3888.5991486349913,0.0,End,120,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3896.3810555555556,0.0,End,121,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3908.598570621997,0.0,End,122,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3971.2754,0.0,End,123,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3975.2010419500025,0.0,End,124,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4073.9412030120047,0.0,End,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs Bellarmine,4107.498127374993,0.0,End,126,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4148.197628259007,0.0,End,127,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4166.999663142001,0.0,End,128,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4177.198924061994,0.0,End,129,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4205.793505114987,0.0,End,130,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4228.498310825993,0.0,End,131,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4244.617811111111,0.0,End,132,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4250.653288839992,0.0,End,133,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4271.078433333333,0.0,End,134,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4012.9985668019963,11.601484434003396,PC Win BELL,1,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,"CE BELL, PC Win BELL",,,,,,,,,,,,,,To Circle BELL,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start A25 BELL, BS4 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,4065.723388888889,8.217814123115659,PC BELL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Foul Against",,,,PC,,,,,,,,,,", , , , , , Home Game, DUKE 3 - 1  BELL, Q4, DUKE 11v11 BELL, PC, Regular Season, In Conf",,
Duke vs Bellarmine,1855.597574263997,17.303099173996543,Goal BELL,1,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,ACE,"Goal BELL, CE BELL",,,,,,,,,,,,,,To Circle BELL,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 BELL, BS1 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,1863.4990658039965,8.0,Chance BELL,1,,,,,,,,,,,,,,,,,,,,,,"From A25 BELL, From A25 BELL",,,ACE,"CE BELL, Chance BELL, Shot BELL, CE BELL, Goal BELL, CE BELL",,,,,,,,,,,,,,"To Circle BELL, To Circle BELL",", , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 BELL, BS1 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,1991.897986665992,7.902446909006585,Chance BELL,2,,,,,,,,,,,,,,,,,NewBS A25 BELL,,,,,From A25 BELL,,,,"CE BELL, Chance BELL, Shot BELL",,Long Corner,,,,,,,,,,,,To Circle BELL,", , Home Game, Q2, BW2 BELL, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start DMid BELL, Regular Season, In Conf",,
Duke vs Bellarmine,423.6376576739927,29.662371013009476,CE BELL,1, ,,,,,,,,,,,,,,,,NewBS A25 BELL,,,,Middle,"From A25 BELL, From A25 BELL",,,,"CE BELL, CE BELL",ACE-0 BELL,Long Corner,,,,,,,,,,,,To Circle BELL,", , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid BELL, BS2 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,469.4992385249975,21.538797042000454,CE BELL,2, ,,,,,,BW D25 DUKE,BL A25 BELL,,,,,,,,,,,,,Middle,"From A25 BELL, From A25 BELL",,,,"CE BELL, CE BELL","ACE-0 BELL, Duel Lost, Turnover",,,,,,,,,,,,,To Circle BELL,", , , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 BELL, BS4 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,1759.8421,23.6565695389927,CE BELL,3, ,,,,,,,,,,,,TOW D25 DUKE,TO A25 BELL,,,,,,,Right,"From A25 BELL, From A25 BELL",,,,"CE BELL, CE BELL","ACE-0 BELL, Turnover, Foul Against",,,,,,,,,,,,,To Circle BELL,", , , , Home Game, DUKE 1 - 0  BELL, Q2, BW2 BELL, DUKE 11v11 BELL, Start DMid BELL, Regular Season, In Conf",,
Duke vs Bellarmine,1851.596811111111,21.30386232688261,CE BELL,4, ,,,,,,,,,,,,,,,,,,,,Middle,"From A25 BELL, From A25 BELL, From A25 BELL",,,ACE,"CE BELL, CE BELL, Chance BELL, Shot BELL, CE BELL, Goal BELL, CE BELL",,,,,,,,,,,,,,"To Circle BELL, To Circle BELL",", , , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 BELL, BS1 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,1975.5987183689986,24.201715206000017,CE BELL,5, ,,,,,,,,,,,,,,,,NewBS A25 BELL,,,,Middle,"From AMid BELL, From A25 BELL",,,,"CE BELL, CE BELL, Chance BELL, Shot BELL",,Long Corner,,,,,,,,,,,,To Circle BELL,", , , Home Game, Q2, BW2 BELL, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start DMid BELL, Regular Season, In Conf",,
Duke vs Bellarmine,4004.1423777777777,20.45767345822196,CE BELL,6, ,,,,,,,,,,,,,,,,,,,,Right,"From A25 BELL, From A25 BELL",,,,"CE BELL, PC Win BELL, CE BELL, PC Win BELL",,,,,,,,,,,,,,To Circle BELL,", , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start A25 BELL, BS4 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,4207.121955555555,21.37635527043767,CE BELL,7, ,,,,,,,,,,,,TOW D25 DUKE,TO A25 BELL,,,,,,,Left,"From A25 BELL, From A25 BELL",,,,"CE BELL, CE BELL","ACE-0 BELL, Turnover, Foul Against",,,,,,,,,,,,,To Circle BELL,", , , , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start AMid BELL, BS3 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,238.09778148999834,25.50136833500011,BELL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,279.3997148739985,8.298068746998581,BELL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,293.39960328300106,23.99814433499347,BELL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,343.49864848099554,4.600414486000432,BELL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
