Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BELL,BS Outcome - Direct Ball Win Blue,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BELL,BS Outcome - Direct turnover Blue,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BELL,BS Outcome - In Direct Ball Win Blue,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BELL,BS Outcome - In Direct turnover Blue,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BELL,BS Outcome - New BS Blue,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BELL,From Zone Blue,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BELL,Start Type Blue,Start Type DUKE,To Zone BELL,To Zone Blue,To Zone DUKE,Ungrouped,Notes,Flags
Duke vs Bellarmine,3281.2001758519923,0.0,Labels,503,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,3289.6998568639947,0.0,Labels,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,3297.0990046999964,0.0,Labels,505,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,3305.903936025994,0.0,Labels,506,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,3308.173669644,0.0,Labels,507,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3309.6995524859917,0.0,Labels,508,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,3315.2992681170026,0.0,Labels,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,3326.098273949993,0.0,Labels,510,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3331.899525144992,0.0,Labels,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Bellarmine,3340.198617335999,0.0,Labels,512,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,3356.298634543008,0.0,Labels,513,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3359.6995331719904,0.0,Labels,514,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3362.9983135039915,0.0,Labels,515,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3365.3993057619973,0.0,Labels,516, ,,,,,,,,,,,,,,,,,,,,Right,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3367.097941456992,0.0,Labels,517,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,Circle Pass DUKE,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3374.097840348005,0.0,Labels,518,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, PC Win DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,3424.8993493639928,0.0,Labels,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs Bellarmine,3469.098010878993,0.0,Labels,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs Bellarmine,3476.9985680699942,0.0,Labels,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs Bellarmine,3479.9986744089883,0.0,Labels,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Bellarmine,3489.698846404994,0.0,Labels,523,,,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3490.9977503370055,0.0,Labels,524,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3492.3990224829963,0.0,Labels,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3497.0995342809892,0.0,Labels,526,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,3505.3994698489882,0.0,Labels,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,3518.598461223997,0.0,Labels,528,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,3530.099048199997,0.0,Labels,529,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3533.3993945179986,0.0,Labels,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Bellarmine,3537.096288867001,0.0,Labels,531,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,3547.4981979949944,0.0,Labels,532,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3551.6710804659865,0.0,Labels,533,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,3568.6987551389943,0.0,Labels,534,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3570.3977155779994,0.0,Labels,535,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3573.9979935460015,0.0,Labels,536,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3575.5994225010004,0.0,Labels,537,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3577.398775927,0.0,Labels,538,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3580.899525787001,0.0,Labels,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3588.1991930819972,0.0,Labels,540,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,3590.9989695889944,0.0,Labels,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,3592.2984681479884,0.0,Labels,542,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To D25 BELL,,,,,
Duke vs Bellarmine,3592.998187323992,0.0,Labels,543,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,3609.8978242119956,0.0,Labels,544,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3612.0990182699966,0.0,Labels,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Bellarmine,3626.298533479,0.0,Labels,546,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3630.798672101003,0.0,Labels,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Bellarmine,3637.0986756189886,0.0,Labels,548,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3643.6093643649915,0.0,Labels,549,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3649.8828444444443,0.0,Labels,550,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3651.172162979999,0.0,Labels,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3665.198747556994,0.0,Labels,552,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3666.897856333,0.0,Labels,553,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3667.5500333333334,0.0,Labels,554,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3671.1169333333332,0.0,Labels,555, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3680.5986872179933,0.0,Labels,556,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,3684.0975810549953,0.0,Labels,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Bellarmine,3688.699074665987,0.0,Labels,558,,,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3698.198770373995,0.0,Labels,559,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3705.8990789259865,0.0,Labels,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Bellarmine,3710.798963708985,0.0,Labels,561,,,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3726.29835236099,0.0,Labels,562,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3727.8992030800027,0.0,Labels,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,3731.598380670995,0.0,Labels,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,3742.0984861399857,0.0,Labels,565,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3748.599323545997,0.0,Labels,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,3763.5360727470033,0.0,Labels,567,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3767.799314874005,0.0,Labels,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Bellarmine,3774.793136130994,0.0,Labels,569,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3776.6987616879987,0.0,Labels,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3781.819211111111,0.0,Labels,571,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3781.819211111111,0.0,Labels,572,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3782.698553395999,0.0,Labels,573, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3786.6490444444444,0.0,Labels,574,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,3790.3037724209944,0.0,Labels,575,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,3798.299091422992,0.0,Labels,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs Bellarmine,3800.198627785997,0.0,Labels,577,,,,,,,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3801.862804329987,0.0,Labels,578, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3803.599748726006,0.0,Labels,579,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,3804.598621935996,0.0,Labels,580,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3806.8991098849974,0.0,Labels,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3819.4993744969993,0.0,Labels,582,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,3826.8986671969865,0.0,Labels,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3830.499927157,0.0,Labels,584,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,3846.1987689939947,0.0,Labels,585,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3847.597918114998,0.0,Labels,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Bellarmine,3854.1998155520027,0.0,Labels,587,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3863.8996369449965,0.0,Labels,588,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3869.5990618189903,0.0,Labels,589,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3876.4824555555556,0.0,Labels,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3882.6225777777777,0.0,Labels,591,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3882.6225777777777,0.0,Labels,592,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3885.199164130007,0.0,Labels,593,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3888.5991486349913,0.0,Labels,594,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3889.898801901001,0.0,Labels,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,3896.3810555555556,0.0,Labels,596,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3896.3810555555556,0.0,Labels,597,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,3899.4993047759904,0.0,Labels,598,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,3902.2463333333335,0.0,Labels,599, ,,,,,,,,,,,,,,,,,,,,Left,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3906.799027708004,0.0,Labels,600,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,3908.598570621997,0.0,Labels,601,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3910.499550408994,0.0,Labels,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3925.19848503599,0.0,Labels,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,3935.1982330110013,0.0,Labels,604,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,3943.098623120992,0.0,Labels,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,3950.6986639349957,0.0,Labels,606,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,3967.598404326005,0.0,Labels,607,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,3971.2754,0.0,Labels,608,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3971.2754,0.0,Labels,609,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,3975.2010419500025,0.0,Labels,610,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3977.199414182996,0.0,Labels,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BELL,,,", ",,
Duke vs Bellarmine,3993.9147418489974,0.0,Labels,612,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,4000.0991144689924,0.0,Labels,613,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,4006.31,0.0,Labels,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 BELL,,,", ",,
Duke vs Bellarmine,4021.1423777777777,0.0,Labels,615, ,,,,,,,,,,,,,,,,,,,,Right,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4022.9985668019963,0.0,Labels,616,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,"CE BELL, PC Win BELL",,,,,,,,,,,,,,To Circle BELL,,,
Duke vs Bellarmine,4068.723388888889,0.0,Labels,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,", ",,
Duke vs Bellarmine,4073.9412030120047,0.0,Labels,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs Bellarmine,4076.3990331749974,0.0,Labels,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,4086.5533777777778,0.0,Labels,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,4089.1989685710037,0.0,Labels,621,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,4089.7994828269957,0.0,Labels,622,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,4092.9984372349986,0.0,Labels,623,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,4094.0508188419963,0.0,Labels,624,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,4096.861522633995,0.0,Labels,625,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,4096.875696388995,0.0,Labels,626,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Bellarmine,4101.169722222222,0.0,Labels,627, ,,,,,,,,,,,,,,,,,,,,Right,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4101.399559921987,0.0,Labels,628, ,,,,,,,,,,,,,,,,,,,,Right,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4106.498890769003,0.0,Labels,629,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,4107.498127374993,0.0,Labels,630,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4110.999279208994,0.0,Labels,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BELL,,,", ",,
Duke vs Bellarmine,4117.195753643987,0.0,Labels,632,,,,,,,,,,,,,,,,,,,,,,From D25 BELL,,,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,4123.999534224005,0.0,Labels,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,4136.895975283998,0.0,Labels,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,4148.197628259007,0.0,Labels,635,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4151.099554180003,0.0,Labels,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Bellarmine,4157.00534226599,0.0,Labels,637,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,4161.097859613995,0.0,Labels,638,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,4165.698086690998,0.0,Labels,639,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Bellarmine,4166.999663142001,0.0,Labels,640,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4168.399082661995,0.0,Labels,641,,,,,,,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid BELL,,,,,
Duke vs Bellarmine,4171.598801195995,0.0,Labels,642,,,,,,,,,,,,,,,,,,,,,,From DMid BELL,,,,,,,,,,,,,,,,To AMid BELL,,,,,
Duke vs Bellarmine,4177.198924061994,0.0,Labels,643,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4178.421112022998,0.0,Labels,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Bellarmine,4186.299424216005,0.0,Labels,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Bellarmine,4197.199610520994,0.0,Labels,646,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Bellarmine,4203.199768317993,0.0,Labels,647,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Bellarmine,4205.793505114987,0.0,Labels,648,,,,,,,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4208.799089823995,0.0,Labels,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BELL,,,", ",,
Duke vs Bellarmine,4217.460123572997,0.0,Labels,650,,,,,,,,,,,,,,,,,,,,,,From AMid BELL,,,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,4224.121955555555,0.0,Labels,651, ,,,,,,,,,,,,,,,,,,,,Left,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4227.3982892279855,0.0,Labels,652,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,CE BELL,ACE-0 BELL,,,,,,,,,,,,,To Circle BELL,,,
Duke vs Bellarmine,4228.498310825993,0.0,Labels,653,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4231.198394717003,0.0,Labels,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,4244.617811111111,0.0,Labels,655,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4244.617811111111,0.0,Labels,656,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To A25 BELL,,,,,
Duke vs Bellarmine,4250.653288839992,0.0,Labels,657,,,,,,,,,,,,,,,,,,,,,,From A25 BELL,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4257.157982828991,0.0,Labels,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Bellarmine,4266.999476734996,0.0,Labels,659,,,,,,,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To DMid DUKE,,,
