Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win Rich,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover Rich,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win Rich,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover Rich,BS Outcome - New BS DUKE,BS Outcome - New BS Rich,Ball Start,Circle Entry,From Zone DUKE,From Zone Rich,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type Rich,To Zone DUKE,To Zone Rich,Ungrouped,Notes,Flags
UR v Duke,928.299038532991,3.4005098880044216,A25 Rich,8,,,,,BW DMid DUKE,,,BL AMid Rich,,,,,,,,,,From AMid Rich,,,"Turnover, Interception",,,,,,,,,,,To A25 Rich,", , , Home Game, Q1, BW2 Rich, DUKE 0 - 1  Rich, DUKE 11v11 Rich, Start DMid Rich, Regular Season, In Conf",,
UR v Duke,992.2370222222222,2.0,A25 Rich,9,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From ,,,"Turnover, Interception",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 0 - 1  Rich, Q1, Start LC Rich, DUKE 11v11 Rich, Start LC Rich, Regular Season, In Conf",,
UR v Duke,1041.6995474589933,4.799897859008297,A25 Rich,10,,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,,,From AMid Rich,,,"Turnover, Foul Against",,,,,,,,,,,To A25 Rich,", , , Home Game, Q1, DUKE 0 - 1  Rich, DUKE 11v11 Rich, Start DMid Rich, BS2 Rich, Regular Season, In Conf",,
UR v Duke,1153.5995765229948,12.050879032560715,A25 Rich,11, ,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,Right,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, CE Rich","ACE-0 Rich, Turnover, Foul Against",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, Q2, DUKE 1 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,1188.5990058459954,7.500242164004703,A25 Rich,12,,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,,,From AMid Rich,,,"Turnover, Foul Against",,,,,,,,,,,To A25 Rich,", , , Home Game, Q2, BW2 Rich, DUKE 1 - 1  Rich, DUKE 11v11 Rich, Start DMid Rich, Regular Season, In Conf",,
UR v Duke,1263.697167239,8.410621982999373,A25 Rich,13, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,Right,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, Shot Rich, CE Rich, Chance Rich","Turnover, End Line",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, Q2, DUKE 1 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,1302.297476399995,9.412173600004962,A25 Rich,14, ,,,,,,,,,,,,,,,Left,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, Shot Rich, CE Rich, Chance Rich",,,,,,,,,,,To Circle Rich,To A25 Rich,", , , Home Game, Q2, BW3 Rich, DUKE 1 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,1348.6991336679948,12.312664332003578,A25 Rich,15, ,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,Middle,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, Shot Rich, CE Rich, Chance Rich","Turnover, Foul Against",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, Q2, BW3 Rich, DUKE 1 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,1868.2988247149917,8.900117199999613,A25 Rich,16, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,Middle,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, Shot Rich, CE Rich, Chance Rich","Turnover, Interception",,,Show - Press,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, Q2, DUKE 2 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,1890.4985017389968,4.701621224005976,A25 Rich,17,,,,,,,,,,,,,,NewBS AMid Rich,,,,From AMid Rich,,,,Free Hit,,,,,,,,,,To A25 Rich,", , Home Game, Q2, BW3 Rich, DUKE 2 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,1897.399187124994,8.799305566006296,A25 Rich,18, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,BS 4,Middle,,"From A25 Rich, From A25 Rich",,"CE Rich, Shot Rich, CE Rich, Chance Rich","Turnover, End Line",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , , Home Game, Q2, DUKE 2 - 1  Rich, DUKE 11v11 Rich, BW4 Rich, Start A25 Rich, BS4 Rich, Regular Season, In Conf",,
UR v Duke,2002.5982871439971,7.10024532699731,A25 Rich,19, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,Middle,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, Shot Rich, CE Rich, Chance Rich","Turnover, Duel Lost",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, DUKE 2 - 1  Rich, BW3 Rich, Q2, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,2306.998818370999,10.396770517890218,A25 Rich,20,,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,,,From AMid Rich,,,"Turnover, Foul Against",,,,,,,,,,,To A25 Rich,", , , Home Game, Q2, DUKE 3 - 1  Rich, DUKE 11v11 Rich, Start DMid Rich, BS2 Rich, Regular Season, In Conf",,
UR v Duke,2321.5986395339996,18.80051067900149,A25 Rich,21, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,BS 4,Middle,,"From A25 Rich, From A25 Rich",,"CE Rich, CE Rich","ACE-0 Rich, Turnover, Interception",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , , Home Game, Q2, DUKE 3 - 1  Rich, DUKE 11v11 Rich, Start A25 Rich, BS4 Rich, Regular Season, In Conf",,
UR v Duke,2653.9098253189945,10.289004859007491,A25 Rich,22, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,Middle,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, CE Rich","ACE-0 Rich, Turnover, End Line",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, DUKE 5 - 1  Rich, Q3, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,2697.5984535590037,5.301562777001891,A25 Rich,23,,,,,,,,,,,,,,NewBS A25 Rich,,,,From AMid Rich,,,,Sideline,,,,,,,,,,To A25 Rich,", , Home Game, Q3, DUKE 5 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,2701.7982954960007,31.699939342996004,A25 Rich,24,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,BS 4,,,,,,"Turnover, Duel Lost",,,,,,,,,,,To A25 Rich,", , , , Home Game, Q3, DUKE 5 - 1  Rich, DUKE 11v11 Rich, BW4 Rich, Start A25 Rich, BS4 Rich, Regular Season, In Conf",,
UR v Duke,2767.906503919999,8.665851635556464,A25 Rich,25,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From AMid Rich,,,"Turnover, Duel Lost",,,,,,,,,,,To A25 Rich,", , , Home Game, Q3, DUKE 5 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,2889.075634849998,10.224857778001024,A25 Rich,26, ,,,,,,,,,,,,,NewBS A25 Rich,,Middle,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, CE Rich",ACE-0 Rich,Long Corner,,,,,,,,,To Circle Rich,To A25 Rich,", , , , Home Game, Q3, BW1 Rich, DUKE 5 - 1  Rich, DUKE 11v11 Rich, Start D25 Rich, Regular Season, In Conf",,
UR v Duke,2907.598840682998,7.405314872557483,A25 Rich,27,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From ,,,"Turnover, Duel Lost",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 5 - 1  Rich, Q3, Start LC Rich, DUKE 11v11 Rich, Start LC Rich, Regular Season, In Conf",,
UR v Duke,2919.598954590991,6.900711690009757,A25 Rich,28,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From AMid Rich,,,"Turnover, Duel Lost",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 5 - 1  Rich, BW3 Rich, Q3, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,2949.998218623995,7.4989356340020095,A25 Rich,29, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,Middle,,"From DMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, Shot Rich, CE Rich, Chance Rich","Turnover, Interception",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, DUKE 5 - 1  Rich, Q3, DUKE 11v11 Rich, Start D25 Rich, BS1 Rich, Regular Season, In Conf",,
UR v Duke,2965.8987967629973,5.400120661000983,A25 Rich,30,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From AMid Rich,,,"Turnover, Interception",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 5 - 1  Rich, BW3 Rich, Q3, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,3075.4980672439974,3.3064890210039266,A25 Rich,31,,,,,,,,,,,,,,NewBS AMid Rich,,,,From AMid Rich,,,,Free Hit,,,,,,,,,,To A25 Rich,", , Home Game, Q3, DUKE 6 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,3078.1989995270005,7.89963080300231,A25 Rich,32,,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,BS 4,,,,,,"Turnover, Foul Against",,,,,,,,,,,To A25 Rich,", , , , Home Game, Q3, DUKE 6 - 1  Rich, DUKE 11v11 Rich, BW4 Rich, Start A25 Rich, BS4 Rich, Regular Season, In Conf",,
UR v Duke,3143.732376279992,4.136830642003133,A25 Rich,33,,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,,,From AMid Rich,,,"Turnover, Foul Against",,,,,,,,,,,To A25 Rich,", , , Home Game, Q3, DUKE 6 - 1  Rich, DUKE 11v11 Rich, Start D25 Rich, BS1 Rich, Regular Season, In Conf",,
UR v Duke,3479.093643674002,5.013611881553516,A25 Rich,34,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From AMid Rich,,,"Turnover, Duel Lost",,,,,,,,,,,To A25 Rich,", , , Q4, DUKE 6 - 1  Rich, Home Game, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,3527.4876678279975,7.811156512999332,A25 Rich,35, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,Middle,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, CE Rich","ACE-0 Rich, Turnover, Interception",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, Q4, BW3 Rich, DUKE 6 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,3707.621636942,7.440758195999479,A25 Rich,36,,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,,,From AMid Rich,,,"Turnover, Foul Against",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,3733.3966950689974,7.704140191003717,A25 Rich,37, ,,,,,,,,,,,,,NewBS A25 Rich,,Right,,"From AMid Rich, From AMid Rich, From A25 Rich",,"CE Rich, CE Rich",ACE-0 Rich,Long Corner,,,,,,,,,To Circle Rich,To A25 Rich,", , , , Home Game, Q4, BW3 Rich, DUKE 7 - 1  Rich, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,3755.3035666666665,4.994840699332599,A25 Rich,38,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From ,,,"Turnover, End Line",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 7 - 1  Rich, Q4, Start LC Rich, DUKE 11v11 Rich, Start LC Rich, Regular Season, In Conf",,
UR v Duke,3804.302954184995,6.081634703893997,A25 Rich,39,,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,,,From AMid Rich,,,"Turnover, Duel Lost",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, BW1 Rich, Start D25 Rich, Regular Season, In Conf",,
UR v Duke,4298.241515955997,9.857473813004617,A25 Rich,40,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,To A25 Rich,", Home Game, DUKE 8 - 1  Rich, BW3 Rich, Q4, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,4310.599695993998,11.598683506998896,A25 Rich,41, ,,,,BW D25 DUKE,,,BL A25 Rich,,,,,,,,Left,,"From AMid Rich, From A25 Rich, From A25 Rich",,"CE Rich, CE Rich","ACE-0 Rich, Turnover, Duel Lost",,,,,,,,,,To Circle Rich,To A25 Rich,", , , , , Home Game, DUKE 8 - 1  Rich, BW3 Rich, Q4, DUKE 11v11 Rich, Start AMid Rich, Regular Season, In Conf",,
UR v Duke,4356.857295419991,9.641696062008123,A25 Rich,42,,,,,,,,,TOW D25 DUKE,,,TO A25 Rich,,,,,,From AMid Rich,,,"Turnover, Foul Against",,,,,,,,,,,To A25 Rich,", , , Home Game, DUKE 8 - 1  Rich, Q4, DUKE 11v11 Rich, Start AMid Rich, BS3 Rich, Regular Season, In Conf",,
UR v Duke,3806.0992109299955,17.0,Green Rich,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1599.9545222222223,12.0,PS Win DUKE,1,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PS Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,2166.796644026998,12.0,PS Win DUKE,2,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PS Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q2, BW4 DUKE, DUKE 2 - 1  Rich, DUKE 11v11 Rich, Start A25 DUKE, Regular Season, In Conf",,
UR v Duke,1655.1901473279954,7.256719338671246,PS DUKE,1,,,,,,,,,,,,,,,,,,,ACE,"CE DUKE, CE DUKE, Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , DUKE 11v11 Rich, In Conf, Home Game, Q2, Regular Season, DUKE 1 - 1  Rich",,
UR v Duke,2203.4988402309914,8.10182923801085,PS DUKE,2,,,,,,,,,,,,,,,,,,,ACE,"CE DUKE, CE DUKE, Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , DUKE 11v11 Rich, In Conf, Home Game, Q2, Regular Season, DUKE 2 - 1  Rich",,
UR v Duke,2043.7194518349966,11.98138897499939,PC Win DUKE,1,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PC Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q2, BW3 DUKE, DUKE 2 - 1  Rich, DUKE 11v11 Rich, Start AMid DUKE, Regular Season, In Conf",,
UR v Duke,2457.5960890799975,12.604689041999336,PC Win DUKE,2,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PC Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q2, BW4 DUKE, DUKE 3 - 1  Rich, DUKE 11v11 Rich, Start A25 DUKE, Regular Season, In Conf",,
UR v Duke,3607.6994623389983,11.0011594519965,PC Win DUKE,3,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PC Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q4, DUKE 6 - 1  Rich, DUKE 11v11 Rich, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
UR v Duke,3843.398020946997,11.702120699003899,PC Win DUKE,4,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PC Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q4, DUKE 7 - 1  Rich, DUKE 11v11 Rich, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
UR v Duke,4119.9958662809995,11.493851628997618,PC Win DUKE,5,,,PC Win,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,", Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
UR v Duke,2101.9863833333334,10.714685531660507,PC DUKE,1,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", , Home Game, DUKE 2 - 1  Rich, Q2, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,2145.7966048470007,8.802987272999871,PC DUKE,2,,,,,,,,,,,,,,,,,,,,,"Turnover, Foul Against",,,,PC,,,,,,,,", , , , , , Home Game, DUKE 2 - 1  Rich, Q2, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,2503.2977059020004,15.402945320994604,PC DUKE,3,,,,,,,,,,,,,,,,,,,PC,", , Goal DUKE",,,,,PC,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 3 - 1  Rich, Q2, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,3669.8996889000005,12.322871476000273,PC DUKE,4,,,,,,,,,,,,,,,,,,,PC,", , Goal DUKE",,,,,PC,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 6 - 1  Rich, Q4, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,3897.825154128002,8.675911280999571,PC DUKE,5,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", , Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,4178.399069137999,9.601229414000954,PC DUKE,6,,,,,,,,,,,,,,,,,,,PC,", , Goal DUKE",,,,,PC,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,1067.1982586999977,17.5017274060026,Goal DUKE,1,,,,,,,,,,,,,,,,,From A25 DUKE,,ACE,"CE DUKE, Goal DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q1, BW3 DUKE, DUKE 0 - 1  Rich, DUKE 11v11 Rich, Start AMid DUKE, Regular Season, In Conf",,
UR v Duke,1647.4468666666667,20.0,Goal DUKE,2,,,,,,,,,,,,,,,,,,,ACE,"CE DUKE, Goal DUKE",,,,,,,,,,,To Circle DUKE,,", ",,
UR v Duke,2194.8986787449962,16.70199072400601,Goal DUKE,3,,,,,,,,,,,,,,,,,,,ACE,"CE DUKE, Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , DUKE 11v11 Rich, In Conf, Home Game, Q2, Regular Season, DUKE 2 - 1  Rich",,
UR v Duke,2501.199824465993,17.50082675700196,Goal DUKE,4,,,,,,,,,,,,,,,,,,,PC,", Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 3 - 1  Rich, Q2, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,2545.797477777999,20.0,Goal DUKE,5,,,,,,,,,,,,,,,,,From A25 DUKE,,ACE,"CE DUKE, Goal DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q3, DUKE 4 - 1  Rich, DUKE 11v11 Rich, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
UR v Duke,3013.398603022003,19.10178200199971,Goal DUKE,6,,,,,,,,,,,,,,,,,From A25 DUKE,,ACE,"CE DUKE, Goal DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q3, DUKE 5 - 1  Rich, DUKE 11v11 Rich, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
UR v Duke,3661.899428987995,20.0,Goal DUKE,7,,,,,,,,,,,,,,,,,,,PC,", Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 6 - 1  Rich, Q4, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,4170.298273467992,17.7020250840078,Goal DUKE,8,,,,,,,,,,,,,,,,,,,PC,", Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,3659.899428987995,22.32313138800555,Delete,1,,,,,,,,,,,,,,,,,,,PC,", Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 6 - 1  Rich, Q4, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,4168.298273467992,19.7020250840078,Delete,2,,,,,,,,,,,,,,,,,,,PC,", Goal DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, PC, Regular Season, In Conf",,
UR v Duke,147.9708222222222,40.22686164778179,DUKE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,207.30961034699692,3.690043556999086,DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,231.8997846429934,15.799824171003564,DUKE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,261.28237777777775,14.989500000000021,DUKE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,283.9995660149955,25.52741176278232,DUKE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,323.1626888888889,3.2479888888888695,DUKE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,385.17036666666667,31.714355555555528,DUKE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,432.5988740579977,47.25336313300306,DUKE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,490.8554111111111,11.4908111111111,DUKE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,524.299336844993,11.906020551000438,DUKE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,551.0644666666667,4.1341405333254215,DUKE,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,579.9996439519978,27.43661160355782,DUKE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,618.0313054909963,31.352264912001942,DUKE,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,661.1084,15.684383333000028,DUKE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,704.8001204329978,45.00450178922438,DUKE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,766.6342222222222,31.932377777777788,DUKE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,799.8319666666666,8.30452986533271,DUKE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,858.0982121669977,10.180643388557883,DUKE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,895.0994768480022,22.091123151997863,DUKE,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,931.4990446059994,23.78935539400061,DUKE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,977.2994349319941,6.583909512450305,DUKE,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,993.7990351909972,17.814864809002756,DUKE,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1046.7033777777779,13.594693770219692,DUKE,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1073.5215222222223,0.17735953477290423,DUKE,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1131.2988113890003,12.055757913001571,DUKE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1164.6504555555555,11.348407948440581,DUKE,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1197.598529576997,24.488061116995596,DUKE,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1273.5985970879929,27.4167806897849,DUKE,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1318.198957842,17.000293880997788,DUKE,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1366.0993168769933,11.398693592997915,DUKE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1384.234816479004,16.678094632107104,DUKE,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1438.698693499998,42.90009397099675,DUKE,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1486.5050444444444,8.99425881355046,DUKE,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1511.8749444444445,21.824094193548717,DUKE,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1549.2057742219981,23.712136052997266,DUKE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1596.8085333333333,84.15226666666672,DUKE,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1704.1754666666666,46.82406358232902,DUKE,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1755.613637653996,39.48474478899925,DUKE,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1819.898885929998,10.900061878993029,DUKE,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1877.2968287189994,11.05282683655605,DUKE,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1912.1981233119955,48.60198543699994,DUKE,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1978.8988724369945,23.67981645189434,DUKE,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,2009.2403935040013,16.558177551989957,DUKE,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,2043.4990938909987,111.10049822900191,DUKE,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,2173.1807444444444,40.218282438552706,DUKE,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,2244.3968382090015,24.200775578995945,DUKE,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,2316.395588888889,5.802541686104632,DUKE,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,2340.298690046001,32.79935933799379,DUKE,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
