Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win COLG,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover COLG,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win COLG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover COLG,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS COLG,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone COLG,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type COLG,Start Type DUKE,To Zone COLG,To Zone DUKE,Ungrouped,Notes,Flags
Duke_NC__Colgate_NY.SEP-18-2022,4525.398195795989,0.0,Labels,431,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4533.499413017011,0.0,Labels,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4539.6987866469835,0.0,Labels,433,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4553.399169074989,0.0,Labels,434,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4559.584611111111,0.0,Labels,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4566.1982353219655,0.0,Labels,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4570.760444444444,0.0,Labels,437, ,,,,,,,,,,,,,,,Left,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4572.966644444445,0.0,Labels,438,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4573.646244444444,0.0,Labels,439,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4573.646244444444,0.0,Labels,440,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4582.6887,0.0,Labels,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4588.886666666666,0.0,Labels,442,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4588.969774454988,0.0,Labels,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4592.798273685995,0.0,Labels,444,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4593.256966666667,0.0,Labels,445, ,,,,,,,,,,,,,,,Middle,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4595.899022264993,0.0,Labels,446,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4598.039822222222,0.0,Labels,447,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4598.039822222222,0.0,Labels,448,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4606.461366666666,0.0,Labels,449,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4606.461366666666,0.0,Labels,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4615.399040899983,0.0,Labels,451,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4620.29871524899,0.0,Labels,452,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4621.202577777778,0.0,Labels,453, ,,,,,,,,,,,,,,,Middle,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4622.735664784986,0.0,Labels,454,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4627.499561773983,0.0,Labels,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4629.298233454963,0.0,Labels,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4636.198938908969,0.0,Labels,457,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4642.900100563979,0.0,Labels,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4645.528641306986,0.0,Labels,459,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4651.221474685995,0.0,Labels,460,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4655.299330176982,0.0,Labels,461,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4659.898640059997,0.0,Labels,462,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4666.972222222223,0.0,Labels,463, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4667.6987093379885,0.0,Labels,464,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4669.098520968971,0.0,Labels,465,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4671.499949883985,0.0,Labels,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4683.494289134983,0.0,Labels,467,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4687.292350735974,0.0,Labels,468,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4690.490351688985,0.0,Labels,469,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4697.746355555556,0.0,Labels,470,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4697.797872058004,0.0,Labels,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4701.152188888889,0.0,Labels,472,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4701.152188888889,0.0,Labels,473,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4703.149666666666,0.0,Labels,474,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4703.149666666666,0.0,Labels,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4708.5278,0.0,Labels,476,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4708.5278,0.0,Labels,477,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4711.098956265988,0.0,Labels,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4720.298741873989,0.0,Labels,479,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4727.398597363002,0.0,Labels,480,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4728.798073596968,0.0,Labels,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4739.098891265976,0.0,Labels,482,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4748.598533082998,0.0,Labels,483,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4752.197206740975,0.0,Labels,484,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4760.2665,0.0,Labels,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4764.799436981997,0.0,Labels,486, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4770.399119561977,0.0,Labels,487,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4773.198321789973,0.0,Labels,488,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4775.711266666666,0.0,Labels,489,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4775.711266666666,0.0,Labels,490, ,,,,,,,,,,,,,,,Middle,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4780.398155964003,0.0,Labels,491,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4783.79968942298,0.0,Labels,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4790.798738947987,0.0,Labels,493,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4795.428877779,0.0,Labels,494, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4796.297923228999,0.0,Labels,495,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4799.999996289993,0.0,Labels,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4809.299024669993,0.0,Labels,497,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4829.896469761982,0.0,Labels,498,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4835.866244444444,0.0,Labels,499,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4836.111378432995,0.0,Labels,500,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4837.49882646199,0.0,Labels,501,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4847.799791926989,0.0,Labels,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4865.09876772997,0.0,Labels,503,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4870.442901161981,0.0,Labels,504,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4873.299527874006,0.0,Labels,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4875.409544444445,0.0,Labels,506, ,,,,,,,,,,,,,,,Middle,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4878.398622405981,0.0,Labels,507,,,,,,,,,,,,,,,,,From A25 COLG,,,"CE COLG, Chance COLG, Shot COLG",,,,,,,,,,,,To Circle COLG,,,
Duke_NC__Colgate_NY.SEP-18-2022,4881.598452791968,0.0,Labels,508,,,,,,,,,,,,,,,,,From A25 COLG,,,"CE COLG, PC Win COLG",,,,,,,,,,,,To Circle COLG,,,
Duke_NC__Colgate_NY.SEP-18-2022,4940.79883037198,0.0,Labels,509,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4949.199428141986,0.0,Labels,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC COLG,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4965.097208053992,0.0,Labels,511,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4966.798422942007,0.0,Labels,512,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4968.3706555555555,0.0,Labels,513, ,,,,,,,,,,,,,,,Right,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4971.399084145988,0.0,Labels,514,,,,,,,,,,,,,,,,,From A25 COLG,,,"CE COLG, Chance COLG, Shot COLG",,,,,,,,,,,,To Circle COLG,,,
Duke_NC__Colgate_NY.SEP-18-2022,4982.503988888889,0.0,Labels,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC COLG,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4982.503988888889,0.0,Labels,516,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4993.098972222965,0.0,Labels,517,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4994.099312327971,0.0,Labels,518,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4995.7994175010135,0.0,Labels,519,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,4996.205488888889,0.0,Labels,520,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4996.205488888889,0.0,Labels,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,4999.171404072995,0.0,Labels,522,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5001.199590345963,0.0,Labels,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5023.689497412976,0.0,Labels,524,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5029.271944444445,0.0,Labels,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5035.899348441988,0.0,Labels,526,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5038.068588888889,0.0,Labels,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5040.866944444444,0.0,Labels,528,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5040.866944444444,0.0,Labels,529,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5045.2989798929875,0.0,Labels,530,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5056.622766666666,0.0,Labels,531, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5059.598531006994,0.0,Labels,532,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5065.906,0.0,Labels,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5066.998679329979,0.0,Labels,534,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5069.6321333333335,0.0,Labels,535, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5070.774388888889,0.0,Labels,536,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5072.757811111112,0.0,Labels,537,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5072.757811111112,0.0,Labels,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5080.499551296984,0.0,Labels,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5091.883944444445,0.0,Labels,540,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5092.099685882989,0.0,Labels,541,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5095.613463875977,0.0,Labels,542,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5100.096588888889,0.0,Labels,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5101.199171542978,0.0,Labels,544,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5104.599159925986,0.0,Labels,545,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5109.899527040979,0.0,Labels,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5130.866733333333,0.0,Labels,547,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5130.996898922984,0.0,Labels,548,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5132.998591918983,0.0,Labels,549,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5137.098624938991,0.0,Labels,550,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5139.330774905995,0.0,Labels,551,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5141.998977286999,0.0,Labels,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5155.19866498999,0.0,Labels,553,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5158.499305231988,0.0,Labels,554,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5169.798715504975,0.0,Labels,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5172.998954623991,0.0,Labels,556,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5179.1448666666665,0.0,Labels,557,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5179.198639693989,0.0,Labels,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5182.098104068008,0.0,Labels,559,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5183.7989655209785,0.0,Labels,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5193.198777306991,0.0,Labels,561,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5194.299050962988,0.0,Labels,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5199.5638969789725,0.0,Labels,563,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5199.966795172985,0.0,Labels,564,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5202.103190175989,0.0,Labels,565,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5202.104566666667,0.0,Labels,566,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5205.199392568986,0.0,Labels,567,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5208.899411854997,0.0,Labels,568,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5212.199074093978,0.0,Labels,569,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5213.870411111111,0.0,Labels,570, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5215.398515642993,0.0,Labels,571,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5217.298504279997,0.0,Labels,572,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5226.338863376981,0.0,Labels,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5236.438415610984,0.0,Labels,574,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5242.0986721929885,0.0,Labels,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5256.598586579012,0.0,Labels,576,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5257.898854899,0.0,Labels,577,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5260.136307841,0.0,Labels,578,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,5271.6978449329745,0.0,Labels,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,5273.195833333333,0.0,Labels,580, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5278.798707577986,0.0,Labels,581,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, PC Win DUKE",,,,,,,,,,,,To Circle DUKE,,,
