Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win LONG,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover LONG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win LONG,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover LONG,BS Outcome - New BS DUKE,BS Outcome - New BS LONG,Ball Start,Circle Entry,From Zone DUKE,From Zone LONG,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type LONG,To Zone DUKE,To Zone LONG,Ungrouped,Notes,Flags
Duke vs Longwood,537.5981304249843,28.600580027008732,LONG,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,604.7992295699959,47.09983847999786,LONG,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,662.5999934290029,39.172384348774926,LONG,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,724.9954444444444,4.935566666666773,LONG,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,863.598440202999,18.50062380099712,LONG,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,933.998791328997,47.8004475639907,LONG,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,987.1517111111111,17.447762211878057,LONG,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1045.0999498229974,27.099603266991835,LONG,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1126.998967137001,12.400132862999044,LONG,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1315.9101944444444,26.543478735559347,LONG,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1399.3997748429933,22.698735415003966,LONG,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1457.7994127000043,16.69268030398075,LONG,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1520.9992732669882,10.100315692002141,LONG,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1538.4992615569947,6.599220011010402,LONG,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1701.2477333333334,72.75051484167216,LONG,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1834.5922516869846,10.218959424126524,LONG,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1894.0911471049935,6.005880356006401,LONG,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1927.9967754879924,32.20217026199589,LONG,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,1968.4993477249889,6.399810631996843,LONG,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2024.6987672929822,9.599249438005245,LONG,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2067.098496044002,13.7998326289935,LONG,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2104.399091407994,23.10005378400956,LONG,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2150.499536353981,40.09878906501035,LONG,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2249.4991889659877,21.99766658956787,LONG,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2300.5994730059992,18.186693660667515,LONG,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,2975.4750704019925,21.123856921995866,LONG,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3030.4107777777776,18.28789307721354,LONG,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3110.9992352950017,5.679542482776014,LONG,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3122.740958368993,14.95845926101083,LONG,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3162.0979269299846,15.173517514459945,LONG,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3190.499538400002,12.299870855995778,LONG,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3211.399130208002,10.948930843998824,LONG,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3252.999663574986,24.6992950780068,LONG,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3296.3686936989957,64.92805469099449,LONG,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3391.083373177996,49.41557146099831,LONG,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3467.098888643002,22.598991206987193,LONG,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3505.6991990429906,32.4713898458981,LONG,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3537.1705888888887,2.8428222222223667,LONG,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3553.2994168399964,11.499808195997048,LONG,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3593.2990202129963,20.299284704,LONG,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3628.413433333333,10.583306418659504,LONG,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3655.4999915169874,14.982865563005817,LONG,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3726.6985499519965,17.6010081200061,LONG,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3772.6976764930046,14.860379062551146,LONG,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3857.399764475991,23.798891418012317,LONG,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,3942.7383666666665,5.0594082283164425,LONG,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4151.198941701996,2.1001582950075317,LONG,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4163.997317072988,9.952727570018396,LONG,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4179.199615643993,3.6028790259970265,LONG,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4210.498574026994,8.899522650000108,LONG,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4252.298792232984,47.299647652015665,LONG,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4353.367355555555,25.9304895534342,LONG,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4397.308422222222,44.09062761578116,LONG,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4511.390777777778,24.507729277203907,LONG,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4560.798749154005,6.600365009991947,LONG,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4640.498837800995,3.899409094001385,LONG,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4707.9581,6.160427128995252,LONG,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4735.296634837987,11.068388071007575,LONG,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4754.585177121987,7.712884638011019,LONG,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4778.281059493001,11.217033476986217,LONG,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4800.698451125985,7.899703075009711,LONG,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4815.598693539991,12.99979567000264,LONG,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4866.698799033991,9.791291959004411,LONG,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4946.845065590994,6.280304059994705,LONG,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4971.099102282984,3.799855282003591,LONG,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,5002.098557795996,7.299696430998665,LONG,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,5022.599734915984,8.198127473006025,LONG,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,5046.899722867994,11.595378741991226,LONG,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,5066.899626956992,7.699663557999884,LONG,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,5091.498685260987,21.373325850124274,LONG,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Longwood,4862.597571906007,16.602638240002307,Goal LONG,1,,,,,,,,,,,,,,,,,,From A25 LONG,ACE,"Goal LONG, CE LONG",,,,,,,,,,,To Circle LONG,,", Home Game, DUKE 6 - 0  LONG, Q4, DUKE 11v11 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3621.599286274992,16.0,Circle Pass LONG,1,,,,,,,,,,,,,,,,,,From A25 LONG,,Circle Pass LONG,,,,,,,,,,,,,", Home Game, Q3, BW4 LONG, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4388.099079951995,16.0,Circle Pass LONG,2,,,,,,,,,,,,,,,,,,From A25 LONG,,Circle Pass LONG,,,,,,,,,,,,,", Home Game, Q4, BW4 LONG, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,680.4696555555555,8.0,Chance LONG,1,,,,,,,,,,,,,,,,,,From A25 LONG,,"Chance LONG, CE LONG, Shot LONG",,,,,,,,,,,To Circle LONG,,,,
Duke vs Longwood,4274.098880864996,8.0,Chance LONG,2,,,,,,,,,,,,,,,,,,From A25 LONG,,"Chance LONG, CE LONG, Shot LONG",,,,,,,,,,,To Circle LONG,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,4869.898416973989,8.0,Chance LONG,3,,,,,,,,,,,,,,,,,,"From A25 LONG, From A25 LONG",ACE,"Chance LONG, CE LONG, Shot LONG, CE LONG, Goal LONG, CE LONG",,,,,,,,,,,"To Circle LONG, To Circle LONG",,", , Home Game, Q4, DUKE 6 - 0  LONG, DUKE 11v11 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,283.8987136799954,25.501199307007084,CE LONG,1, ,,,,,,,,,,,,,,,Left,,"From A25 LONG, From A25 LONG",,"CE LONG, PC Win LONG, PC Win LONG, CE LONG",,,,,,,,,,,To Circle LONG,,", , Home Game, Q1, BW3 LONG, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,632.1394888888889,19.759579161104853,CE LONG,2, ,,,,,,,,TOW D25 DUKE,,,TO A25 LONG,,,,Right,,"From A25 LONG, From A25 LONG",,"CE LONG, CE LONG","ACE-0 LONG, Turnover, Foul Against",,,,,,,,,,To Circle LONG,,", , , , Home Game, Q1, BW4 LONG, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,669.4696555555555,27.937455719457375,CE LONG,3, ,,,,,,,,,,,,,,,Middle,,"From A25 LONG, From A25 LONG",,"CE LONG, Chance LONG, CE LONG, Shot LONG",,,,"Show - Press, Show - Press, Show - Press, Show - Press",,,,,,,To Circle LONG,,", , Home Game, Q1, BW2 LONG, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,1734.4988878610009,29.29957688700074,CE LONG,4, ,,,,,,,,,,,,,,,Middle,,"From A25 LONG, From A25 LONG",,"CE LONG, CE LONG",ACE-0 LONG,,,,,,,,,,To Circle LONG,,", , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3515.1518555555554,23.01873333333333,CE LONG,5, ,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,Middle,,"From A25 LONG, From A25 LONG",,"CE LONG, CE LONG","ACE-0 LONG, Duel Lost, Turnover",,,,,,,,,,To Circle LONG,,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3616.206622222222,22.79011752977067,CE LONG,6, ,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,Right,,"From A25 LONG, From A25 LONG",,Circle Pass LONG,"Turnover, Interception",,,,,,,,,,,,", , , , Home Game, Q3, BW4 LONG, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4262.098347651998,21.10171969298881,CE LONG,7, ,,,,,,,,,,,,,NewBS A25 LONG,,Right,,"From A25 LONG, From A25 LONG",,"CE LONG, Chance LONG, CE LONG, Shot LONG",,Long Corner,,,,,,,,,To Circle LONG,,", , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,4359.910188888889,19.387656220100325,CE LONG,8, ,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,Right,,"From A25 LONG, From A25 LONG",,"CE LONG, CE LONG","ACE-0 LONG, End Line, Turnover",,,,,,,,,,To Circle LONG,,", , , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,4384.214733333333,22.18515348467008,CE LONG,9, ,,,,,,,,,,,,,NewBS A25 LONG,,Left,,"From A25 LONG, From A25 LONG",,Circle Pass LONG,,Long Corner,,,,,,,,,,,", , , Home Game, DUKE 5 - 0  LONG, BW4 LONG, Q4, DUKE 11v11 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4422.0989616129955,19.30008822500804,CE LONG,10, ,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,Left,,"From A25 LONG, From A25 LONG",,"CE LONG, CE LONG","ACE-0 LONG, End Line, Turnover",,,,,,,,,,To Circle LONG,,", , , , Home Game, Q4, BW4 LONG, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4857.548,21.652210146009566,CE LONG,11, ,,,,,,,,,,,,,,,Middle,,"From A25 LONG, From A25 LONG, From A25 LONG",ACE,"CE LONG, Chance LONG, CE LONG, Shot LONG, CE LONG, Goal LONG, CE LONG",,,,,,,,,,,"To Circle LONG, To Circle LONG",,", , , Home Game, Q4, DUKE 6 - 0  LONG, DUKE 11v11 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,71.83804444444445,7.858175617553243,BB Transition LONG,1,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,,,From AMid DUKE,From DMid LONG,,,"Duel Lost, Turnover",,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , Home Game, DUKE 0 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,99.69936381799477,26.724480626449676,BB Transition LONG,2,,,,,,,,,,,,,,NewBS AMid LONG,,,,"From AMid LONG, From A25 LONG, From AMid LONG, From DMid LONG",,,,Free Hit,,,,,,,,,,"To AMid LONG, To A25 LONG, To AMid LONG, To DMid LONG, To AMid LONG",", , , , , , , Home Game, DUKE 0 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,287.1157666666667,22.28414632033582,BB Transition LONG,3, ,,,,,,,,,,,,,,,Left,From AMid DUKE,"From AMid LONG, From A25 LONG, From A25 LONG",,"CE LONG, PC Win LONG, PC Win LONG, CE LONG",,,,,,,,,,,To Circle LONG,"To AMid LONG, To A25 LONG",", , , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,536.5981304249843,17.30280570601201,BB Transition LONG,4,,,,,,,,,,,,,,NewBS A25 LONG,,,From A25 DUKE,"From D25 LONG, From DMid LONG, From AMid LONG",,,,Long Corner,,Show - Tendency,,,,,,,,"To D25 LONG, To DMid LONG, To AMid LONG, To A25 LONG",", , , , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, Regular Season, In Conf",,
Duke vs Longwood,661.5999934290029,35.80711784600999,BB Transition LONG,5, ,,,,,,,,,,,,,,,Middle,From AMid DUKE,"From DMid LONG, From AMid LONG, From DMid LONG, From AMid LONG, From A25 LONG, From A25 LONG",,"CE LONG, Chance LONG, CE LONG, Shot LONG",,,,"Show - Press, Show - Press, Show - Press, Show - Press",,,,,,,To Circle LONG,"To DMid LONG, To AMid LONG, To DMid LONG, To AMid LONG, To A25 LONG",", , , , , , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, Start Foul For, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,723.9954444444444,5.935566666666773,BB Transition LONG,6,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,,,From A25 DUKE,,,,"Turnover, Interception",,,,,,,,,,,To D25 LONG,", , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, Regular Season, In Conf",,
Duke vs Longwood,1519.9992732669882,11.100315692002141,BB Transition LONG,7,,,,,,,,,TOW AMid DUKE,,,TO DMid LONG,,,,,From AMid DUKE,,,,"Ball Out, Turnover",,,,,,,,,,,To DMid LONG,", , , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,1537.4992615569947,7.599220011010402,BB Transition LONG,8,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,,,From D25 DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,,To AMid LONG,", , , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,1967.4993477249889,7.399810631996843,BB Transition LONG,9,,,,,,,,,TOW D25 DUKE,,,TO A25 LONG,,,,,,From AMid LONG,,,"Ball Out, Turnover",,,,,,,,,,,"To AMid LONG, To A25 LONG",", , , , , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,2023.6987672929822,10.599249438005245,BB Transition LONG,10,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,,,From AMid DUKE,From DMid LONG,,,"End Line, Turnover",,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,2149.499536353981,20.101989235030942,BB Transition LONG,11,,,,,,,,,,,,,,NewBS AMid LONG,,,From AMid DUKE,"From AMid LONG, From AMid LONG",,,,Free Hit,,,,,,,,,,"To AMid LONG, To DMid LONG, To AMid LONG",", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,2248.4991889659877,6.8015502330108575,BB Transition LONG,12,,,,,,,,,,,,,,NewBS D25 LONG,,,From A25 DUKE,,,,,Free Hit,,,,,,,,,,To D25 LONG,", , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW1 LONG, Start D25 LONG, Regular Season, In Conf",,
Duke vs Longwood,3109.9992352950017,6.679542482776014,BB Transition LONG,13,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,,,From A25 DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,,To D25 LONG,", , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start Interception, BW1 LONG, Start D25 LONG, Regular Season, In Conf",,
Duke vs Longwood,3210.399130208002,11.948930843998824,BB Transition LONG,14,,,,,,,,,TOW AMid DUKE,,,TO DMid LONG,,,,,From A25 DUKE,From D25 LONG,,,"Turnover, Foul Against",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, Regular Season, In Conf",,
Duke vs Longwood,3251.999663574986,4.601297803006219,BB Transition LONG,15,,,,,,,,,,,,,,NewBS AMid LONG,,,,,,,,Free Hit,,,,,,,,,,To AMid LONG,", , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,3295.3686936989957,10.831545832010306,BB Transition LONG,16,,,,,,,,,,,,,,NewBS DMid LONG,,,,,,,,Free Hit,,,,,,,,,,To DMid LONG,", , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,3390.083373177996,7.117569063997962,BB Transition LONG,17,,,,,,,,,,,,,,NewBS AMid LONG,,,From DMid DUKE,From DMid LONG,,,,Free Hit,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,3592.2990202129963,5.722850836996713,BB Transition LONG,18,,,,,,,,,,,,,,NewBS A25 LONG,,,From D25 DUKE,,,,,Free Hit,,,,,,,,,,To A25 LONG,", , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start Interception, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,3627.413433333333,11.583306418659504,BB Transition LONG,19, ,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,Right,From D25 DUKE,"From A25 LONG, From A25 LONG",,Circle Pass LONG,"Turnover, Interception",,,Show - Tendency,,,,,,,,To A25 LONG,", , , , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start Interception, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4150.198941701996,3.1001582950075317,BB Transition LONG,20,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,To D25 LONG,", , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, Regular Season, In Conf",,
Duke vs Longwood,4162.997317072988,10.952727570018396,BB Transition LONG,21,,,,,,,,,TOW DMid DUKE,,,TO AMid LONG,,,,,From AMid DUKE,From DMid LONG,,,"Ball Out, Turnover",,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,4178.199615643993,4.6028790259970265,BB Transition LONG,22,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,To A25 LONG,", , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4209.498574026994,9.899522650000108,BB Transition LONG,23,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,,From AMid DUKE,From AMid LONG,,,"Duel Lost, Turnover",,,,,,,,,,,"To AMid LONG, To A25 LONG",", , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,4251.298792232984,6.60163677001583,BB Transition LONG,24,,,,,,,,,,,,,,NewBS DMid LONG,,,,,,,,Free Hit,,,,,,,,,,To DMid LONG,", , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,4352.367355555555,4.13261289744878,BB Transition LONG,25,,,,,,,,,,,,,,NewBS AMid LONG,,,From DMid DUKE,,,,,Sideline,,,,,,,,,,To AMid LONG,", , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,4396.308422222222,10.091464595780963,BB Transition LONG,26, ,,,,,,,,,,,,,NewBS A25 LONG,,Left,From D25 DUKE,"From A25 LONG, From A25 LONG",,Circle Pass LONG,,Long Corner,,,,,,,,,,To A25 LONG,", , , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4510.390777777778,14.009304843221798,BB Transition LONG,27,,,,,,,,,,,,,,NewBS A25 LONG,,,,"From DMid LONG, From AMid LONG",,,,Free Hit,,,,,,,,,,"To DMid LONG, To AMid LONG, To A25 LONG",", , , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,4559.798749154005,7.600365009991947,BB Transition LONG,28,,,,,,,,,TOW D25 DUKE,,,TO A25 LONG,,,,,From D25 DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,To A25 LONG,", , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4639.498837800995,4.899409094001385,BB Transition LONG,29,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,,,From DMid DUKE,,,,"End Line, Turnover",,,,,,,,,,,To DMid LONG,", , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
