Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win LONG,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover LONG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win LONG,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover LONG,BS Outcome - New BS DUKE,BS Outcome - New BS LONG,Ball Start,Circle Entry,From Zone DUKE,From Zone LONG,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type LONG,To Zone DUKE,To Zone LONG,Ungrouped,Notes,Flags
Duke vs Longwood,1364.2986622519995,3.0998536680024245,D25 DUKE,13,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1530.9986130429984,7.400822002999121,D25 DUKE,14,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,Show - Tendency,,,,,,,To D25 DUKE,,", , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1773.0990336989912,7.079573463995075,D25 DUKE,15,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1975.598859189995,14.000244048991817,D25 DUKE,16,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2045.6989553039937,11.799608989995932,D25 DUKE,17,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2083.599238637998,16.90004064099594,D25 DUKE,18,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q2, BW2 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2129.098773027,7.999855293997371,D25 DUKE,19,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2138.6983242749907,7.3007305850014745,D25 DUKE,20,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,2289.999327031991,11.299675117003972,D25 DUKE,21,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,Show - Tendency,,,,,,,To D25 DUKE,,", Home Game, Q2, BW2 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3048.1986970499956,3.399957512994206,D25 DUKE,22,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start Interception, Regular Season, In Conf",,
Duke vs Longwood,3281.199021765988,6.900390879007773,D25 DUKE,23,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3361.899102765983,6.799697149005624,D25 DUKE,24,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3442.698239361986,10.000711342006525,D25 DUKE,25,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q3, BW2 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3489.697999446998,15.60061328799793,D25 DUKE,26,,,,,,,,,,TOW A25 LONG,TO D25 DUKE,,,,BS 1,,,,,,"Ball Out, Turnover",,,,,,,,,,To D25 DUKE,,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3538.013411111111,4.38663618089322,D25 DUKE,27,,,,,,,,,,,,,NewBS D25 DUKE,,,,,From D25 LONG,,,,Free Hit,,,,,,,,,To D25 DUKE,,", , Home Game, Q3, BW1 LONG, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 LONG, Regular Season, In Conf",,
Duke vs Longwood,3541.398639298997,3.8010977930021,D25 DUKE,28,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3566.398295646994,12.300165360009942,D25 DUKE,29,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3584.398452829005,7.999944947985568,D25 DUKE,30,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To D25 DUKE,,", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3613.099449078996,16.313984254337356,D25 DUKE,31,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,To D25 DUKE,,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3637.7987844489917,10.299930008001411,D25 DUKE,32,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 4 - 0  LONG, BW4 LONG, Q3, Start Interception, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3670.0989984959933,18.300817095001094,D25 DUKE,33,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3885.899247725001,6.399665861004451,D25 DUKE,34,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4117.0368764270015,11.959936913996899,D25 DUKE,35,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4173.998045415,5.100435030998597,D25 DUKE,36,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,To D25 DUKE,,", , , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4182.295734580998,6.205274046004888,D25 DUKE,37,,,,,,,,,,,,,NewBS D25 DUKE,,,,,From A25 LONG,,,,Free Hit,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, BW4 LONG, DUKE 11v11 LONG, DUKE 5 - 0  LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4187.298922908992,14.600114985996697,D25 DUKE,38,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4220.596100397994,6.30205612699956,D25 DUKE,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW4 DUKE, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4234.997935098997,9.601058468007068,D25 DUKE,40,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q4, BW4 DUKE, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4299.098186496995,13.700351372000114,D25 DUKE,41,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4315.135548554994,10.16293559800215,D25 DUKE,42,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4344.699463639997,3.5993438610048543,D25 DUKE,43,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4379.098262403003,19.21015981921937,D25 DUKE,44,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,BS 1,,,,,,"Duel Lost, Turnover",,,,,,,,,,To D25 DUKE,,", , , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4441.297919794999,4.201454890997411,D25 DUKE,45,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4534.79863580799,9.200266137003382,D25 DUKE,46,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4547.298727087988,14.194206245345413,D25 DUKE,47,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,BS 1,,,,,,"Duel Lost, Turnover",,,,,,,,,,To D25 DUKE,,", , , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4567.099156729985,10.099382828004309,D25 DUKE,48,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4631.215075172987,4.1841907070102025,D25 DUKE,49,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4645.258553683995,8.541533930996593,D25 DUKE,50,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4761.598968254006,7.500398306000534,D25 DUKE,51,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 6 - 0  LONG, BW2 LONG, Q4, Start Interception, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4911.498505854006,16.800062697988324,D25 DUKE,52,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, Q4, DUKE 6 - 1  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4938.130746378992,6.467512747998626,D25 DUKE,53,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4982.498661759997,5.900178452991895,D25 DUKE,54,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 DUKE,,", , Home Game, Q4, DUKE 6 - 1  LONG, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4992.721943294995,8.830806753005163,D25 DUKE,55,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To D25 DUKE,,", , , Home Game, Q4, DUKE 6 - 1  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,5008.698629978992,5.499852296002246,D25 DUKE,56,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 6 - 1  LONG, BW4 LONG, Q4, Start Interception, DUKE 11v11 LONG, Regular Season, In Conf",,
Duke vs Longwood,5073.997214267989,6.395091939013582,D25 DUKE,57,,,,,,,,,,,,,,,,,,From AMid LONG,,,,,,,,,,,,,To D25 DUKE,,", Home Game, DUKE 6 - 1  LONG, BW2 LONG, Q4, Start Interception, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,68.59949925299425,5.2385451914502,AMid DUKE,1,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To AMid DUKE,,", , , Home Game, DUKE 0 - 0  LONG, Q1, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,157.29945931300068,10.30152765200674,AMid DUKE,2,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, BW2 DUKE, DUKE 0 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,166.59927322899102,16.920193437675636,AMid DUKE,3,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 0 - 0  LONG, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,282.59894439400074,6.516822272665934,AMid DUKE,4,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To AMid DUKE,,", , , Home Game, Q1, BW2 DUKE, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,368.8986043860014,3.500983557991674,AMid DUKE,5,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,459.59916102399137,6.599265697005876,AMid DUKE,6,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,490.89885441,9.897715116994902,AMid DUKE,7,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To AMid DUKE,,", Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,505.99870099099104,8.901321987011727,AMid DUKE,8,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, BW3 DUKE, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,514.3984861809973,20.899895185997593,AMid DUKE,9,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,578.3990206199993,6.8056377140039785,AMid DUKE,10,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,584.1981809849946,4.200565954995341,AMid DUKE,11,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,658.6963058659917,4.00236141300843,AMid DUKE,12,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,From DMid DUKE,,,,"Turnover, Foul Against",,,,,,,,,,To AMid DUKE,,", , , Home Game, Q1, BW1 DUKE, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,718.0985048119877,3.942202996006472,AMid DUKE,13,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, BW1 DUKE, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,727.9310111111112,4.868362595888925,AMid DUKE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,832.6953419169934,8.405353143004845,AMid DUKE,15,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,839.8974027610022,16.199759062004432,AMid DUKE,16,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,912.0990336259908,12.067874240003448,AMid DUKE,17,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1015.0995263319957,14.998576524995428,AMid DUKE,18,,,,,,,,,,,,,,,,,"From , From ",,,,,,,,,,,,,,"To AMid DUKE, To AMid DUKE",,", , Home Game, DUKE 2 - 0  LONG, Q1, Start LC DUKE, DUKE 11v11 LONG, Start LC DUKE, Regular Season, In Conf",,
Duke vs Longwood,1075.799051876993,5.5990801979919524,AMid DUKE,19,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1084.3997416830027,8.797023737988184,AMid DUKE,20,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1098.2954522640032,10.102640437993387,AMid DUKE,21,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1110.399582538995,4.1633295770038785,AMid DUKE,22,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, DUKE 2 - 0  LONG, BW2 DUKE, Q1, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1343.396605959992,6.0739255150044755,AMid DUKE,23,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1386.1214528649894,6.008010600006173,AMid DUKE,24,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1421.1985555399951,6.800448866003762,AMid DUKE,25,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To AMid DUKE,,", Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1438.1993248820058,5.00018269199154,AMid DUKE,26,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1443.1551113149828,12.743008841018991,AMid DUKE,27,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1482.5991794939937,7.101062207010727,AMid DUKE,28,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Sideline,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1488.4987162089922,7.599784923000016,AMid DUKE,29,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1507.3983471159927,13.700349320005216,AMid DUKE,30,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,,,From ,,,,"Turnover, Interception",,,,,,,,,,To AMid DUKE,,", , , Home Game, DUKE 2 - 0  LONG, Q1, Start LC DUKE, DUKE 11v11 LONG, Start LC DUKE, Regular Season, In Conf",,
Duke vs Longwood,1549.0993106670014,9.799414281984582,AMid DUKE,31,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1785.9987989509973,11.501274507002563,AMid DUKE,32,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Sideline,,,,,,,,,To AMid DUKE,,", , Home Game, Q2, BW1 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1796.7996217889881,16.799364909006727,AMid DUKE,33,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,To AMid DUKE,,", , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,1842.811211111111,23.98834607588151,AMid DUKE,34,,,,,,,,,,,,,,,,,,From D25 LONG,,,,,,,,,,,,,To AMid DUKE,,", Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1874.3997247159932,9.698592313997096,AMid DUKE,35,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,", Home Game, Q2, BW3 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1885.1992528039978,6.598854383993739,AMid DUKE,36,,,,,,,,,,TOW DMid LONG,TO AMid DUKE,,,,,,From DMid DUKE,,,,"Ball Out, Turnover",,,,,,,,,,To AMid DUKE,,", , , Home Game, Q2, BW3 DUKE, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1899.3986849799865,6.148350675009624,AMid DUKE,37,,,,,,,,,,,,,,,,,,From DMid LONG,,,,,,,,,,,,,To AMid DUKE,,", Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1919.098720124993,9.100453144999165,AMid DUKE,38,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,BS 3,,,,,,"End Line, Turnover",,,,,,,,,,To AMid DUKE,,", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
