Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BC,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BC,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BC,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BC,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BC,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BC,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BC,Start Type DUKE,To Zone BC,To Zone DUKE,Ungrouped,Notes,Flags
video 23 09 2022,3232.8547141373297,14.26171593633444,Start D25 BC,21,,,,,,BW AMid DUKE,BL DMid BC,,,,,,,,BS 1,,"From D25 BC, From D25 BC, From DMid BC",,,,"Turnover, Interception",,,,,,,,,,"To DMid BC, To D25 BC, To DMid BC",,", , , , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,3256.0855059350083,3.0443570289962736,Start D25 BC,22,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Out of Conf, Home Game, Q3, Regular Season, DUKE 11v11 BC",,
video 23 09 2022,3265.5165005489907,8.169031130676103,Start D25 BC,23,,,,,,,,,,,,,NewBS D25 BC,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q3, BW1 BC, DUKE 0 - 1  BC, DUKE 11v11 BC, Start D25 BC, Regular Season, Out of Conf",,
video 23 09 2022,3278.7234610796722,13.508231416660237,Start D25 BC,24,,,,,,,,,,,,,NewBS D25 BC,,BS 1,,,,,,,Sideline,,,,,,,,,,,", Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,3463.707813388994,17.532438485328385,Start D25 BC,25,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 1,,"From D25 BC, From D25 BC, From D25 BC, From DMid BC, From DMid BC",,,,"Turnover, Interception",,,,,,,,,,"To DMid BC, To D25 BC, To DMid BC, To AMid BC, To A25 BC",,", , , , , , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,3574.2721342973346,1.9990682139905402,Start D25 BC,26,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , DUKE 11v11 BC",,
video 23 09 2022,3588.088798069,3.048858270002256,Start D25 BC,27,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,3598.755372474676,8.686890096654679,Start D25 BC,28,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,BS 1,,,,,,"End Line, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,3781.600919095347,35.163772518978476,Start D25 BC,29,,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,BS 1,,"From D25 BC, From DMid BC, From DMid BC, From DMid BC, From AMid BC",,,,"Turnover, Foul Against",,,,,,,,,,"To DMid BC, To D25 BC, To DMid BC, To AMid BC, To A25 BC",,", , , , , , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 10v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,4398.956120974329,2.3147703463264406,Start D25 BC,30,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,", , DUKE 11v11 BC",,
video 23 09 2022,4412.6880787376795,2.765833715635381,Start D25 BC,31,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,", , DUKE 11v11 BC",,
video 23 09 2022,4514.072770090669,2.1818882333163856,Start D25 BC,32,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,", , DUKE 11v11 BC",,
video 23 09 2022,4634.390557177663,13.808873532001599,Start D25 BC,33,,,,,,,,,,,,,NewBS AMid BC,,,,"From D25 BC, From DMid BC",,,,,Free Hit,,,,,,,,,"To DMid BC, To AMid BC",,", , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v10 BC, BW1 BC, Start D25 BC, Regular Season, Out of Conf",,
video 23 09 2022,4739.273658724663,13.433494305983913,Start D25 BC,34,,,,,,BW AMid DUKE,BL DMid BC,,,,,,,,BS 1,,From D25 BC,,,,"Duel Lost, Turnover",,,,,,,,,,To DMid BC,,", , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,4782.057000131006,13.533281660326793,Start D25 BC,35,,,,,,,,,,,,,NewBS D25 BC,,BS 1,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,4798.373643317663,5.690466314985315,Start D25 BC,36,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,5051.256867753661,2.4223941613281568,Start D25 BC,37,,,,,,,,,,,,,,,,,From D25 BC,,,,,,,,,,,,,,,To A25 DUKE,", Home Game, DUKE 0 - 1  BC, BW1 BC, Q4, DUKE 11v11 BC, Regular Season, Out of Conf",,
video 23 09 2022,5060.778124079329,5.082704676338835,Start D25 BC,38,,,,,,,,,,,,,NewBS D25 BC,,,,,,,,,Sideline,,,,,,,,,,,", Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, Start D25 BC, Regular Season, Out of Conf",,
video 23 09 2022,5068.793352583001,4.864164285992956,Start D25 BC,39,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,5109.823543520339,1.6652805076410004,Start D25 BC,40,,,,,,,,,,TOW A25 DUKE,TO D25 BC,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , DUKE 11v11 BC",,
video 23 09 2022,5136.563325156003,18.886576318647712,Start D25 BC,41,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,BS 1,,"From D25 BC, From DMid BC",,,,"End Line, Turnover",,,,,,,,,,"To DMid BC, To AMid BC",,", , , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 10v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,5170.4028748006585,5.2636258966686,Start D25 BC,42,,,,,,BW A25 DUKE,BL D25 BC,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 10v11 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,5265.222824744323,4.352443425334968,Start D25 BC,43,,,,,,,,,,TOW A25 DUKE,TO D25 BC,,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW1 BC, Start D25 BC, BS1 BC, Regular Season, Out of Conf",,
video 23 09 2022,5278.602605910346,4.034696393649028,Start D25 BC,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW1 BC, Start D25 BC, Regular Season, Out of Conf",,
video 23 09 2022,274.505077869006,12.030219958990358,Start AMid BC,1,,,,,,BW AMid DUKE,BL DMid BC,,,,,,,,BS 3,,From AMid BC,,,,"End Line, Turnover",,,,,,,,,,To DMid BC,,", , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,306.0239063120049,3.2116209619825327,Start AMid BC,2,,,,,,,,,,TOW DMid DUKE,TO AMid BC,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, Q1, BW3 BC, DUKE 0 - 0  BC, DUKE 11v11 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,444.14866816399905,16.416289748327245,Start AMid BC,3,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,BS 3,,"From AMid BC, From DMid BC",,,,"End Line, Turnover",,,,,,,,,,"To DMid BC, To AMid BC",,", , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,508.59020049398913,9.735117291342533,Start AMid BC,4,,,,,,,,,,TOW DMid DUKE,TO AMid BC,,,,,,"From AMid BC, From AMid BC, From A25 BC, From AMid BC",,,,"Ball Out, Turnover",,,,,,,,,,"To A25 BC, To AMid BC, To A25 BC, To AMid BC",,", , , , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,572.0911310323361,2.733298742339457,Start AMid BC,5,,,,,,,,,,,,,NewBS AMid BC,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,582.3911218673362,11.249183265987085,Start AMid BC,6,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,919.8968945400003,1.8054411213281583,Start AMid BC,7,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , DUKE 11v11 BC",,
video 23 09 2022,1020.2915985046662,9.598337327330114,Start AMid BC,8, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,,Left,"From AMid BC, From A25 BC, From A25 BC",,,"CE BC, CE BC","ACE-0 BC, Turnover, Interception",,,,,,,,,,To A25 BC,To Circle BC,", , , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,1330.0125560996723,6.188563772988573,Start AMid BC,9,,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,,,From AMid BC,,,,"Ball Out, Turnover",,,,,,,,,,To A25 BC,,", , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,1608.9082700436668,11.536657555988313,Start AMid BC,10,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,1708.539818714329,1.3234658729898001,Start AMid BC,11,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , DUKE 11v11 BC",,
video 23 09 2022,1720.1537795866673,5.871655677327681,Start AMid BC,12,,,,,,,,,,TOW DMid DUKE,TO AMid BC,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,1791.303707181663,7.853189427666621,Start AMid BC,13,,,,,,,,,,,,,NewBS AMid BC,,BS 3,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,1806.772505372999,36.66650839866884,Start AMid BC,14, ,,,,,,,,,,,,,,BS 3,Right,"From AMid BC, From AMid BC, From A25 BC, From DMid BC, From AMid BC, From A25 BC, From A25 BC",,,"CE BC, PC Win BC, CE BC, PC Win BC",,,,,,,,,,,"To A25 BC, To AMid BC, To DMid BC, To AMid BC, To A25 BC",To Circle BC,", , , , , , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,2053.224858286665,13.257677025657358,Start AMid BC,15,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 3,,From AMid BC,,,,"Turnover, Interception",,,,,,,,,,To A25 BC,,", , , Home Game, DUKE 0 - 1  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,2078.7903026500007,19.79613004598332,Start AMid BC,16,,,,,,,,,,TOW DMid DUKE,TO AMid BC,,,,BS 3,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,2229.9846876246647,3.9154450156593157,Start AMid BC,17,,,,,,,,,,TOW DMid DUKE,TO AMid BC,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q2, DUKE 11v11 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,2250.934587079662,5.949999289007792,Start AMid BC,18,,,,,,,,,,,,,NewBS AMid BC,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 1  BC, BW3 BC, Q2, DUKE 11v11 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,2257.418001474992,6.473997281995253,Start AMid BC,19,,,,,,,,,,TOW DMid DUKE,TO AMid BC,,,,BS 3,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q2, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,3049.735773484671,9.053009722322258,Start AMid BC,20,,,,,,,,,,,,,NewBS AMid BC,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q3, BW3 BC, DUKE 0 - 1  BC, DUKE 11v11 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,3063.5439770493435,11.998920607637501,Start AMid BC,21,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,,,"From AMid BC, From DMid BC",,,,"Duel Lost, Turnover",,,,,,,,,,"To DMid BC, To AMid BC",,", , , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,3118.633638875338,15.80690614864443,Start AMid BC,22,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 3,,From AMid BC,,,,"End Line, Turnover",,,,,,,,,,To A25 BC,,", , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,3327.45712646433,13.873292639003012,Start AMid BC,23, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,,Left,"From AMid BC, From A25 BC, From A25 BC",,,"CE BC, CE BC","ACE-0 BC, Turnover, Interception",,,,,,,,,,To A25 BC,To Circle BC,", , , , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,3368.4055377833333,5.241694230990561,Start AMid BC,24,,,,,,,,,,,,,NewBS AMid BC,,,,From AMid BC,,,,,Free Hit,,,,,,,,,To A25 BC,,", , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,3630.1842783600023,13.559765671985133,Start AMid BC,25,,,,,,BW AMid DUKE,BL DMid BC,,,,,,,,,,From AMid BC,,,,"Turnover, Interception",,,,,,,,,,To DMid BC,,", , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,3683.422839497654,9.280944852340781,Start AMid BC,26,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS,,From AMid BC,,,,"Duel Lost, Turnover",,,,,,,,,,To A25 BC,,", , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 10v11 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,4092.1646863090004,19.81514832665698,Start AMid BC,27, ,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,,Left,"From AMid BC, From A25 BC, From A25 BC",,,"CE BC, Shot BC, CE BC, Chance BC","Turnover, Foul Against",,,,,,,,,,To A25 BC,To Circle BC,", , , , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,4128.695109639656,14.739786303670371,Start AMid BC,28,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,BS 3,,"From AMid BC, From DMid BC",,,,"Turnover, Interception",,,,,,,,,,"To DMid BC, To AMid BC",,", , , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,4175.145154156671,5.022940509335058,Start AMid BC,29,,,,,,BW DMid DUKE,BL AMid BC,,,,,,,,,,,,,,"End Line, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,4192.295174616665,5.683255258335521,Start AMid BC,30,,,,,,,,,,,,,NewBS AMid BC,,,,From AMid BC,,,,,Free Hit,,,,,,,,,To A25 BC,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,4218.79512481467,20.89863327099556,Start AMid BC,31, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,,Middle,"From AMid BC, From A25 BC, From A25 BC",,,"CE BC, Shot BC, CE BC, Chance BC","End Line, Turnover",,,,,,,,,,To A25 BC,To Circle BC,", , , , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,4320.747893513675,14.988088078669534,Start AMid BC,32,,,,,,,,,,,,,NewBS AMid BC,,BS 3,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,4340.499440544679,16.789703569314042,Start AMid BC,33,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,,,From AMid BC,,,,"Turnover, Interception",,,,,,,,,,To A25 BC,,", , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,4480.6047559773315,7.164976391659366,Start AMid BC,34,,,,,,,,,,TOW AMid DUKE,TO DMid BC,,,,BS 3,,From AMid BC,,,,"Ball Out, Turnover",,,,,,,,,,To DMid BC,,", , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,4657.252795897672,12.304875919980987,Start AMid BC,35,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 3,,From AMid BC,,,,"End Line, Turnover",,,,,,,,,,To A25 BC,,", , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v10 BC, BW3 BC, Start AMid BC, BS3 BC, Regular Season, Out of Conf",,
video 23 09 2022,4684.374448301664,6.856736526666282,Start AMid BC,36,,,,,,,,,,TOW DMid DUKE,TO AMid BC,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, Start AMid BC, Regular Season, Out of Conf",,
video 23 09 2022,983.1969325600074,16.20232949431795,Start A25 BC,1,,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,BS 4,,"From A25 BC, From AMid BC",,,,"Turnover, Foul Against",,,,,,,,,,"To AMid BC, To A25 BC",,", , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,1097.860984413997,8.322353482332801,Start A25 BC,2, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,,Right,"From A25 BC, From A25 BC",,,", ","ACE-0 BC, Duel Lost, Turnover",,,,,,,,,,,To Circle BC,", , , , Q1, DUKE 0 - 0  BC, Home Game, DUKE 11v11 BC, PC, BW4 BC, Start A25 BC, Regular Season, Out of Conf",,
video 23 09 2022,1362.2812138643358,7.186481564984888,Start A25 BC,3, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 4,Right,"From A25 BC, From A25 BC",,,"CE BC, CE BC","ACE-0 BC, End Line, Turnover",,,,,,,,,,,To Circle BC,", , , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,1517.7765289716572,16.40160247366316,Start A25 BC,4, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 4,Middle,"From A25 BC, From AMid BC, From A25 BC, From A25 BC",,,"CE BC, Shot BC, CE BC, Chance BC","Turnover, Interception",,,,,,,,,,"To AMid BC, To A25 BC",To Circle BC,", , , , , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,1542.2109406183374,11.01316265466994,Start A25 BC,5,,,,,,,,,,,,,NewBS AMid BC,,BS 4,,"From A25 BC, From AMid BC",,,,,Free Hit,,,,,,,,,"To AMid BC, To A25 BC",,", , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,1553.6546724196598,9.184387596670604,Start A25 BC,6, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 4,Middle,"From A25 BC, From A25 BC",,,"CE BC, Shot BC, CE BC, Chance BC","End Line, Turnover",,,,,,,,,,,To Circle BC,", , , , Home Game, DUKE 0 - 0  BC, Q2, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,3348.231885355344,9.05245993898825,Start A25 BC,7,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,,,From A25 BC,,,"CE BC, Shot BC, CE BC, Chance BC","End Line, Turnover",,,,,,,,,,,To Circle BC,", , , Home Game, Q3, BW4 BC, DUKE 0 - 1  BC, DUKE 11v11 BC, Start A25 BC, Regular Season, Out of Conf",,
video 23 09 2022,3374.2505375563383,8.585667432991613,Start A25 BC,8, ,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,BS 4,Left,"From A25 BC, From A25 BC",,,"CE BC, CE BC","ACE-0 BC, Turnover, Foul Against",,,,,,,,,,,To Circle BC,", , , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,3400.486252716334,9.573657034000917,Start A25 BC,9, ,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,,Right,"From A25 BC, From A25 BC",,,"CE BC, CE BC","ACE-0 BC, End Line, Turnover",,,,,,,,,,,To Circle BC,", , , , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW4 BC, Start A25 BC, Regular Season, Out of Conf",,
video 23 09 2022,3738.114344026323,12.239009665013782,Start A25 BC,10, ,,,,,,,,,,,,NewBS A25 BC,,,Middle,From A25 BC,,,,,Long Corner,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q3, DUKE 10v11 BC, BW4 BC, Start A25 BC, Regular Season, Out of Conf",,
video 23 09 2022,3837.863453948343,8.064058348984418,Start A25 BC,11,,,,,,,,,,,,,NewBS A25 BC,,BS 4,,,,,,,Long Corner,,,,,,,,,,,", Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,3864.4817198373294,25.351152005004224,Start A25 BC,12,,,,,,,,,,,,,NewBS A25 BC,,BS 4,,,,,,,Sideline,,,,,,,,,,,", Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,3892.6086728240025,11.99366992032219,Start A25 BC,13,,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,BS 4,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q3, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,4155.461708193333,6.952261403655029,Start A25 BC,14,,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,BS 4,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,4199.86183163333,9.186978215327144,Start A25 BC,15,,,,,,BW D25 DUKE,BL A25 BC,,,,,,,,BS 4,,"From A25 BC, From A25 BC",,,,"Duel Lost, Turnover",,,,,,,,,,"To AMid BC, To A25 BC",,", , , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW4 BC, Start A25 BC, BS4 BC, Regular Season, Out of Conf",,
video 23 09 2022,4365.314669651324,9.4299731073379,Start A25 BC,16, ,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,,Left,"From A25 BC, From A25 BC",,,"CE BC, CE BC","ACE-0 BC, Turnover, Foul Against",,,,,,,,,,,To Circle BC,", , , , Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW4 BC, Start A25 BC, Regular Season, Out of Conf",,
video 23 09 2022,191.30200866331734,16.503345970006194,LC BC,1,,,,,,,,,,TOW D25 DUKE,TO A25 BC,,,,BS 4,,From ,,,,"Ball Out, Turnover",,,,,,,,LC BC,,To A25 BC,,", , , , , Home Game, DUKE 0 - 0  BC, Q1, DUKE 11v11 BC, Start LC BC, Start LC BC, BS4 BC, Regular Season, Out of Conf",,
