Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UMD,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UMD,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UMD,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UMD,BS Outcome - New BS DUKE,BS Outcome - New BS UMD,Ball Start,Circle Entry,From Zone DUKE,From Zone UMD,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UMD,To Zone DUKE,To Zone UMD,Ungrouped,Notes,Flags
Duke vs UMD,5657.799333987004,0.0,Labels,609,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,5659.798179607994,0.0,Labels,610, ,,,,,,,,,,,,,,,Left,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,5663.299668342993,0.0,Labels,611,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,5683.098379998993,0.0,Labels,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,5788.097880917999,0.0,Labels,613,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,5794.655388888889,0.0,Labels,614,,,,,,,,,,,,,,,,,,,PC,"Goal DUKE, ",,,,,,,,,,,To Circle DUKE,,", ",,
Duke vs UMD,5821.798778355005,0.0,Labels,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,5824.39942856999,0.0,Labels,616,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,5830.099270526003,0.0,Labels,617,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,5835.200048279996,0.0,Labels,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,5838.299952030991,0.0,Labels,619,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,5848.800016665999,0.0,Labels,620,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,5853.699007862985,0.0,Labels,621,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,5859.066944444445,0.0,Labels,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,5865.6994000529885,0.0,Labels,623,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,5872.866033333334,0.0,Labels,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,5886.0368,0.0,Labels,625,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,5886.398658960995,0.0,Labels,626,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs UMD,5891.418781983997,0.0,Labels,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,5904.3489,0.0,Labels,628,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,5904.3489,0.0,Labels,629,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,5910.299341023986,0.0,Labels,630,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,5911.497889303992,0.0,Labels,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,5937.599153886987,0.0,Labels,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,5943.598902509991,0.0,Labels,633,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,5950.798918296,0.0,Labels,634,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,5955.495839352003,0.0,Labels,635,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,5957.497205120993,0.0,Labels,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,5959.897750542993,0.0,Labels,637,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,5963.998334542001,0.0,Labels,638,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,5974.109948244992,0.0,Labels,639,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,5974.110822222222,0.0,Labels,640,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,5990.399898236003,0.0,Labels,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,5993.296791191004,0.0,Labels,642,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,6000.1270888888885,0.0,Labels,643,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,6000.1270888888885,0.0,Labels,644,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,6000.4993865159895,0.0,Labels,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,6012.698447672986,0.0,Labels,646,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,6016.79937202899,0.0,Labels,647,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,6024.095664208989,0.0,Labels,648,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,6036.399784517989,0.0,Labels,649,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,6039.2981527699885,0.0,Labels,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,6050.208610545987,0.0,Labels,651,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,6053.198166376999,0.0,Labels,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,6053.597255555555,0.0,Labels,653,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,6053.597255555555,0.0,Labels,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs UMD,6054.59860750099,0.0,Labels,655,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,6057.475333333334,0.0,Labels,656, ,,,,,,,,,,,,,,,Left,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,6058.592766666667,0.0,Labels,657,,,,,,,,,,,,,,,,,From A25 DUKE,,,"Chance DUKE, CE DUKE, Shot DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,6061.699300690992,0.0,Labels,658,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,6072.199908891996,0.0,Labels,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,6077.998488848994,0.0,Labels,660,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,6086.397840664983,0.0,Labels,661,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,6090.597544749989,0.0,Labels,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,6096.298369064988,0.0,Labels,663,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,6102.138822222222,0.0,Labels,664,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,6102.138822222222,0.0,Labels,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,6105.099082324001,0.0,Labels,666,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,6107.182600001,0.0,Labels,667, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,6109.3253,0.0,Labels,668,,,,,,,,,,,,,,,,,,From A25 UMD,,CE UMD,ACE-0 UMD,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,6110.098989046992,0.0,Labels,669,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,6112.798754543993,0.0,Labels,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,6126.211711111111,0.0,Labels,671,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,6126.211711111111,0.0,Labels,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,6128.599221769996,0.0,Labels,673,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,6129.999360912988,0.0,Labels,674,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,6131.196997484,0.0,Labels,675,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,6132.599645094995,0.0,Labels,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,6146.898475280005,0.0,Labels,677,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,6152.982733947997,0.0,Labels,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,6159.418655555555,0.0,Labels,679,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,6163.0223,0.0,Labels,680, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,6166.713244444444,0.0,Labels,681,,,,,,,,,,,,,,,,,,From A25 UMD,,"CE UMD, PC Win UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,6224.999609842991,0.0,Labels,682,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,6229.1532588079945,0.0,Labels,683,,,,,,,,,,,,,,,,,,,PC,"Goal UMD, ",,,,,,,,,,,To Circle DUKE,,", ",,
Duke vs UMD,6258.599340513984,0.0,Labels,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,6261.599274295994,0.0,Labels,685,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,6262.698554951987,0.0,Labels,686,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,6263.377626722993,0.0,Labels,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,6274.257800037002,0.0,Labels,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,334.25495555555557,0.0,End,1,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,346.2065,0.0,End,2,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,356.7993409269865,0.0,End,3,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,382.0985615239957,0.0,End,4,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,408.6770222222222,0.0,End,5,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,500.30415555555555,0.0,End,6,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,506.89842592499264,0.0,End,7,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,519.5584111111111,0.0,End,8,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,545.3092222222223,0.0,End,9,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,547.8988642609902,0.0,End,10,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,568.5517659759903,0.0,End,11,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,584.8987077789982,0.0,End,12,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,606.0989547459894,0.0,End,13,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,630.2985652649992,0.0,End,14,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,643.1337444444445,0.0,End,15,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,661.7992788279946,0.0,End,16,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,675.9064333333333,0.0,End,17,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,682.0992879159916,0.0,End,18,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,697.9131222222222,0.0,End,19,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,707.6962608619883,0.0,End,20,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,734.3897444444444,0.0,End,21,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,752.2928444444444,0.0,End,22,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,847.0997815339975,0.0,End,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,873.7304444444444,0.0,End,24,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,877.5311888888889,0.0,End,25,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,883.2441461289951,0.0,End,26,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,901.3993518349997,0.0,End,27,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,922.6997924929832,0.0,End,28,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,936.098980039988,0.0,End,29,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1020.4704167409893,0.0,End,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,1031.8316555555555,0.0,End,31,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1035.9984148799892,0.0,End,32,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1055.9972568999942,0.0,End,33,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1076.7600487589878,0.0,End,34,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1101.7989665359898,0.0,End,35,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1139.2302555555555,0.0,End,36,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1185.4664219729934,0.0,End,37,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1200.1037666666666,0.0,End,38,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1248.2971575239987,0.0,End,39,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1274.9986108580042,0.0,End,40,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1284.387711111111,0.0,End,41,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1307.6496777777777,0.0,End,42,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1528.5244222222223,0.0,End,43,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1534.1245666666666,0.0,End,44,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1542.203788888889,0.0,End,45,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1625.0981504409979,0.0,End,46,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1645.5349222222221,0.0,End,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,1670.8926444444444,0.0,End,48,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1686.7992112999916,0.0,End,49,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1714.9077905929921,0.0,End,50,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1748.1173462389959,0.0,End,51,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1769.5972200639978,0.0,End,52,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2038.898138283,0.0,End,53,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2115.498735743989,0.0,End,54,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2135.795928272007,0.0,End,55,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2243.5412,0.0,End,56,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2486.9811358769985,0.0,End,57,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2511.9093666666668,0.0,End,58,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2526.6993850849913,0.0,End,59,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2561.3613666666665,0.0,End,60,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2583.1990477649883,0.0,End,61,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2644.1685666666667,0.0,End,62,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2660.8278555555557,0.0,End,63,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2918.3368777777778,0.0,End,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,2954.7054333333335,0.0,End,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,3672.352877777778,0.0,End,66,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3677.8993259219887,0.0,End,67,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3720.470277777778,0.0,End,68,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3725.9966553830004,0.0,End,69,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3761.0968223510063,0.0,End,70,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3773.29836252799,0.0,End,71,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3787.7521666666667,0.0,End,72,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3807.485777777778,0.0,End,73,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3833.8434555555555,0.0,End,74,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3879.405822222222,0.0,End,75,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3884.463211111111,0.0,End,76,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3890.298114751998,0.0,End,77,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3904.2455390749933,0.0,End,78,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3929.823177777778,0.0,End,79,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3982.899724490999,0.0,End,80,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3996.1567,0.0,End,81,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4002.0746444444444,0.0,End,82,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4028.097566774988,0.0,End,83,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4060.198772920995,0.0,End,84,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4081.642888888889,0.0,End,85,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4090.6156,0.0,End,86,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4105.002688888889,0.0,End,87,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4140.240733333333,0.0,End,88,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4150.856122222222,0.0,End,89,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4177.598412035995,0.0,End,90,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4204.759555555555,0.0,End,91,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4242.398986055999,0.0,End,92,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4260.156835068989,0.0,End,93,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4311.752477777778,0.0,End,94,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4322.885266666667,0.0,End,95,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4325.9176777777775,0.0,End,96,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4328.798836434992,0.0,End,97,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4376.2691888888885,0.0,End,98,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4390.397696708993,0.0,End,99,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4495.246444444444,0.0,End,100,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4514.148905457998,0.0,End,101,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4530.6402333333335,0.0,End,102,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4540.463877777778,0.0,End,103,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4544.298903768984,0.0,End,104,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4902.228877777778,0.0,End,105,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4911.1857222222225,0.0,End,106,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4922.802377777778,0.0,End,107,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4926.656088888889,0.0,End,108,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4933.999113145998,0.0,End,109,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4949.868355555555,0.0,End,110,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,4956.186844444444,0.0,End,111,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,4994.299627945999,0.0,End,112,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,5056.460311111111,0.0,End,113,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,5073.999253737004,0.0,End,114,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
